Colpitti Ck
STN	Date/Time       	PREC_HR_TTL_VAL	PREC_HR_TTL_VAL_QC	PREC_HR_TTL_VAL_Note	PREC_BEST_HR_TTL	PREC_BEST_HR_TTL_QC	PREC_BEST_HR_TTL_Note	TEMP_INST_VAL	TEMP_INST_VAL_QC	TEMP_INST_VAL_Note	SWE_INST_VAL	SWE_INST_VAL_QC	SWE_INST_VAL_Note	
CPI	2020/09/30 12:45	+	+	+	+	+	+	14.0	190	+	1.0	190	+	
CPI	2020/09/30 13:00	0.0	50	+	0.0	50	+	14.1	190	+	1.0	190	+	
CPI	2020/09/30 13:15	+	+	+	+	+	+	14.1	190	+	1.0	190	+	
CPI	2020/09/30 13:30	+	+	+	+	+	+	14.2	190	+	1.0	190	+	
CPI	2020/09/30 13:45	+	+	+	+	+	+	13.6	190	+	2.0	190	+	
CPI	2020/09/30 14:00	0.0	50	+	0.0	50	+	12.5	190	+	2.0	190	+	
CPI	2020/09/30 14:15	+	+	+	+	+	+	12.3	190	+	2.0	190	+	
CPI	2020/09/30 14:30	+	+	+	+	+	+	12.1	190	+	2.0	190	+	
CPI	2020/09/30 14:45	+	+	+	+	+	+	12.2	190	+	2.0	190	+	
CPI	2020/09/30 15:00	0.0	50	+	0.0	50	+	12.1	190	+	2.0	190	+	
CPI	2020/09/30 15:15	+	+	+	+	+	+	12.0	190	+	2.0	190	+	
CPI	2020/09/30 15:30	+	+	+	+	+	+	12.0	190	+	2.0	190	+	
CPI	2020/09/30 15:45	+	+	+	+	+	+	11.8	190	+	2.0	190	+	
CPI	2020/09/30 16:00	0.0	50	+	0.0	50	+	12.3	190	+	2.0	190	+	
CPI	2020/09/30 16:15	+	+	+	+	+	+	11.5	190	+	2.0	190	+	
CPI	2020/09/30 16:30	+	+	+	+	+	+	10.8	190	+	2.0	190	+	
CPI	2020/09/30 16:45	+	+	+	+	+	+	10.2	190	+	2.0	190	+	
CPI	2020/09/30 17:00	0.0	50	+	0.0	50	+	9.9	190	+	2.0	190	+	
CPI	2020/09/30 17:15	+	+	+	+	+	+	10.0	190	+	1.0	190	+	
CPI	2020/09/30 17:30	+	+	+	+	+	+	10.0	190	+	1.0	190	+	
CPI	2020/09/30 17:45	+	+	+	+	+	+	9.6	190	+	1.0	190	+	
CPI	2020/09/30 18:00	0.0	50	+	0.0	50	+	9.5	190	+	1.0	190	+	
CPI	2020/09/30 18:15	+	+	+	+	+	+	9.8	190	+	1.0	190	+	
CPI	2020/09/30 18:30	+	+	+	+	+	+	9.3	190	+	1.0	190	+	
CPI	2020/09/30 18:45	+	+	+	+	+	+	9.5	190	+	1.0	190	+	
CPI	2020/09/30 19:00	0.0	50	+	0.0	50	+	9.5	190	+	0.0	190	+	
CPI	2020/09/30 19:15	+	+	+	+	+	+	9.5	190	+	0.0	190	+	
CPI	2020/09/30 19:30	+	+	+	+	+	+	9.2	190	+	0.0	190	+	
CPI	2020/09/30 19:45	+	+	+	+	+	+	9.1	190	+	0.0	190	+	
CPI	2020/09/30 20:00	0.0	50	+	0.0	50	+	8.6	190	+	0.0	190	+	
CPI	2020/09/30 20:15	+	+	+	+	+	+	9.1	190	+	0.0	190	+	
CPI	2020/09/30 20:30	+	+	+	+	+	+	9.2	190	+	0.0	190	+	
CPI	2020/09/30 20:45	+	+	+	+	+	+	9.2	190	+	0.0	190	+	
CPI	2020/09/30 21:00	0.0	50	+	0.0	50	+	8.9	190	+	0.0	190	+	
CPI	2020/09/30 21:15	+	+	+	+	+	+	9.3	190	+	0.0	190	+	
CPI	2020/09/30 21:30	+	+	+	+	+	+	9.3	190	+	0.0	190	+	
CPI	2020/09/30 21:45	+	+	+	+	+	+	9.0	190	+	0.0	190	+	
CPI	2020/09/30 22:00	0.0	50	+	0.0	50	+	9.2	190	+	-1.0	190	+	
CPI	2020/09/30 22:15	+	+	+	+	+	+	9.2	190	+	-1.0	190	+	
CPI	2020/09/30 22:30	+	+	+	+	+	+	8.5	190	+	-1.0	190	+	
CPI	2020/09/30 22:45	+	+	+	+	+	+	8.5	190	+	-1.0	190	+	
CPI	2020/09/30 23:00	0.0	50	+	0.0	50	+	8.9	190	+	-1.0	190	+	
CPI	2020/09/30 23:15	+	+	+	+	+	+	9.0	190	+	-1.0	190	+	
CPI	2020/09/30 23:30	+	+	+	+	+	+	9.0	190	+	-1.0	190	+	
CPI	2020/09/30 23:45	+	+	+	+	+	+	8.8	190	+	-1.0	190	+	
CPI	2020/10/01 00:00	0.0	50	+	0.0	50	+	9.3	190	+	-1.0	190	+	
CPI	2020/10/01 00:15	+	+	+	+	+	+	9.0	190	+	-1.0	190	+	
CPI	2020/10/01 00:30	+	+	+	+	+	+	8.9	190	+	-1.0	190	+	
CPI	2020/10/01 00:45	+	+	+	+	+	+	9.3	190	+	-1.0	190	+	
CPI	2020/10/01 01:00	0.0	50	+	0.0	50	+	9.1	190	+	-1.0	190	+	
CPI	2020/10/01 01:15	+	+	+	+	+	+	9.2	190	+	-1.0	190	+	
CPI	2020/10/01 01:30	+	+	+	+	+	+	8.6	190	+	-1.0	190	+	
CPI	2020/10/01 01:45	+	+	+	+	+	+	8.8	190	+	-1.0	190	+	
CPI	2020/10/01 02:00	0.0	50	+	0.0	50	+	8.9	190	+	-1.0	190	+	
CPI	2020/10/01 02:15	+	+	+	+	+	+	8.6	190	+	-1.0	190	+	
CPI	2020/10/01 02:30	+	+	+	+	+	+	8.3	190	+	-1.0	190	+	
CPI	2020/10/01 02:45	+	+	+	+	+	+	7.9	190	+	-1.0	190	+	
CPI	2020/10/01 03:00	0.0	50	+	0.0	50	+	8.0	190	+	-1.0	190	+	
CPI	2020/10/01 03:15	+	+	+	+	+	+	7.9	190	+	-1.0	190	+	
CPI	2020/10/01 03:30	+	+	+	+	+	+	7.9	190	+	-1.0	190	+	
CPI	2020/10/01 03:45	+	+	+	+	+	+	8.1	190	+	-1.0	190	+	
CPI	2020/10/01 04:00	0.0	50	+	0.0	50	+	8.0	190	+	-1.0	190	+	
CPI	2020/10/01 04:15	+	+	+	+	+	+	7.7	190	+	-1.0	190	+	
CPI	2020/10/01 04:30	+	+	+	+	+	+	7.6	190	+	-1.0	190	+	
CPI	2020/10/01 04:45	+	+	+	+	+	+	7.9	190	+	-1.0	190	+	
CPI	2020/10/01 05:00	0.0	50	+	0.0	50	+	8.2	190	+	-1.0	190	+	
CPI	2020/10/01 05:15	+	+	+	+	+	+	7.9	190	+	-1.0	190	+	
CPI	2020/10/01 05:30	+	+	+	+	+	+	7.8	190	+	-1.0	190	+	
CPI	2020/10/01 05:45	+	+	+	+	+	+	8.7	190	+	-1.0	190	+	
CPI	2020/10/01 06:00	0.0	50	+	0.0	50	+	9.1	190	+	-1.0	190	+	
CPI	2020/10/01 06:15	+	+	+	+	+	+	9.4	190	+	-1.0	190	+	
CPI	2020/10/01 06:30	+	+	+	+	+	+	8.5	190	+	-1.0	190	+	
CPI	2020/10/01 06:45	+	+	+	+	+	+	8.3	190	+	-1.0	190	+	
CPI	2020/10/01 07:00	0.0	50	+	0.0	50	+	8.1	190	+	-1.0	190	+	
CPI	2020/10/01 07:15	+	+	+	+	+	+	8.2	190	+	-1.0	190	+	
CPI	2020/10/01 07:30	+	+	+	+	+	+	9.3	190	+	-1.0	190	+	
CPI	2020/10/01 07:45	+	+	+	+	+	+	9.9	190	+	-1.0	190	+	
CPI	2020/10/01 08:00	0.0	50	+	0.0	50	+	10.6	190	+	-1.0	190	+	
CPI	2020/10/01 08:15	+	+	+	+	+	+	10.8	190	+	-1.0	190	+	
CPI	2020/10/01 08:30	+	+	+	+	+	+	11.2	190	+	-1.0	190	+	
CPI	2020/10/01 08:45	+	+	+	+	+	+	11.3	190	+	-1.0	190	+	
CPI	2020/10/01 09:00	0.0	50	+	0.0	50	+	11.7	190	+	-1.0	190	+	
CPI	2020/10/01 09:15	+	+	+	+	+	+	12.2	190	+	-1.0	190	+	
CPI	2020/10/01 09:30	+	+	+	+	+	+	10.9	190	+	-1.0	190	+	
CPI	2020/10/01 09:45	+	+	+	+	+	+	11.5	190	+	-1.0	190	+	
CPI	2020/10/01 10:00	0.1	50	+	0.1	50	+	11.5	190	+	-1.0	190	+	
CPI	2020/10/01 10:15	+	+	+	+	+	+	11.0	190	+	-1.0	190	+	
CPI	2020/10/01 10:30	+	+	+	+	+	+	12.7	190	+	-1.0	190	+	
CPI	2020/10/01 10:45	+	+	+	+	+	+	10.9	190	+	0.0	190	+	
CPI	2020/10/01 11:00	0.0	50	+	0.0	50	+	11.5	190	+	0.0	190	+	
CPI	2020/10/01 11:15	+	+	+	+	+	+	12.5	190	+	0.0	190	+	
CPI	2020/10/01 11:30	+	+	+	+	+	+	13.1	190	+	0.0	190	+	
CPI	2020/10/01 11:45	+	+	+	+	+	+	13.4	190	+	0.0	190	+	
CPI	2020/10/01 12:00	0.0	50	+	0.0	50	+	13.7	190	+	0.0	190	+	
CPI	2020/10/01 12:15	+	+	+	+	+	+	14.1	190	+	0.0	190	+	
CPI	2020/10/01 12:30	+	+	+	+	+	+	15.2	190	+	0.0	190	+	
CPI	2020/10/01 12:45	+	+	+	+	+	+	14.8	190	+	0.0	190	+	
CPI	2020/10/01 13:00	0.0	50	+	0.0	50	+	14.9	190	+	0.0	190	+	
CPI	2020/10/01 13:15	+	+	+	+	+	+	15.2	190	+	0.0	190	+	
CPI	2020/10/01 13:30	+	+	+	+	+	+	14.9	190	+	1.0	190	+	
CPI	2020/10/01 13:45	+	+	+	+	+	+	14.8	190	+	1.0	190	+	
CPI	2020/10/01 14:00	0.1	50	+	0.1	50	+	15.1	190	+	1.0	190	+	
CPI	2020/10/01 14:15	+	+	+	+	+	+	15.0	190	+	2.0	190	+	
CPI	2020/10/01 14:30	+	+	+	+	+	+	15.1	190	+	2.0	190	+	
CPI	2020/10/01 14:45	+	+	+	+	+	+	15.2	190	+	2.0	190	+	
CPI	2020/10/01 15:00	0.0	50	+	0.0	50	+	14.3	190	+	2.0	190	+	
CPI	2020/10/01 15:15	+	+	+	+	+	+	14.2	190	+	2.0	190	+	
CPI	2020/10/01 15:30	+	+	+	+	+	+	13.9	190	+	2.0	190	+	
CPI	2020/10/01 15:45	+	+	+	+	+	+	13.5	190	+	2.0	190	+	
CPI	2020/10/01 16:00	0.1	50	+	0.1	50	+	13.2	190	+	2.0	190	+	
CPI	2020/10/01 16:15	+	+	+	+	+	+	12.9	190	+	2.0	190	+	
CPI	2020/10/01 16:30	+	+	+	+	+	+	11.9	190	+	2.0	190	+	
CPI	2020/10/01 16:45	+	+	+	+	+	+	11.5	190	+	2.0	190	+	
CPI	2020/10/01 17:00	0.2	50	+	0.2	50	+	11.0	190	+	2.0	190	+	
CPI	2020/10/01 17:15	+	+	+	+	+	+	10.7	190	+	2.0	190	+	
CPI	2020/10/01 17:30	+	+	+	+	+	+	10.5	190	+	2.0	190	+	
CPI	2020/10/01 17:45	+	+	+	+	+	+	10.2	190	+	1.0	190	+	
CPI	2020/10/01 18:00	0.0	50	+	0.0	50	+	10.1	190	+	1.0	190	+	
CPI	2020/10/01 18:15	+	+	+	+	+	+	10.5	190	+	1.0	190	+	
CPI	2020/10/01 18:30	+	+	+	+	+	+	10.1	190	+	1.0	190	+	
CPI	2020/10/01 18:45	+	+	+	+	+	+	10.3	190	+	1.0	190	+	
CPI	2020/10/01 19:00	0.0	50	+	0.0	50	+	9.9	190	+	1.0	190	+	
CPI	2020/10/01 19:15	+	+	+	+	+	+	9.9	190	+	1.0	190	+	
CPI	2020/10/01 19:30	+	+	+	+	+	+	9.4	190	+	1.0	190	+	
CPI	2020/10/01 19:45	+	+	+	+	+	+	9.5	190	+	1.0	190	+	
CPI	2020/10/01 20:00	0.1	50	+	0.1	50	+	9.6	190	+	0.0	190	+	
CPI	2020/10/01 20:15	+	+	+	+	+	+	9.6	190	+	0.0	190	+	
CPI	2020/10/01 20:30	+	+	+	+	+	+	9.5	190	+	0.0	190	+	
CPI	2020/10/01 20:45	+	+	+	+	+	+	9.6	190	+	0.0	190	+	
CPI	2020/10/01 21:00	0.2	50	+	0.2	50	+	8.9	190	+	0.0	190	+	
CPI	2020/10/01 21:15	+	+	+	+	+	+	8.6	190	+	0.0	190	+	
CPI	2020/10/01 21:30	+	+	+	+	+	+	8.5	190	+	0.0	190	+	
CPI	2020/10/01 21:45	+	+	+	+	+	+	8.9	190	+	0.0	190	+	
CPI	2020/10/01 22:00	0.1	50	+	0.1	50	+	8.5	190	+	0.0	190	+	
CPI	2020/10/01 22:15	+	+	+	+	+	+	8.7	190	+	0.0	190	+	
CPI	2020/10/01 22:30	+	+	+	+	+	+	8.8	190	+	0.0	190	+	
CPI	2020/10/01 22:45	+	+	+	+	+	+	8.6	190	+	0.0	190	+	
CPI	2020/10/01 23:00	0.2	50	+	0.2	50	+	8.9	190	+	0.0	190	+	
CPI	2020/10/01 23:15	+	+	+	+	+	+	8.5	190	+	0.0	190	+	
CPI	2020/10/01 23:30	+	+	+	+	+	+	8.6	190	+	0.0	190	+	
CPI	2020/10/01 23:45	+	+	+	+	+	+	8.6	190	+	0.0	190	+	
CPI	2020/10/02 00:00	0.2	50	+	0.2	50	+	8.0	190	+	0.0	190	+	
CPI	2020/10/02 00:15	+	+	+	+	+	+	7.7	190	+	0.0	190	+	
CPI	2020/10/02 00:30	+	+	+	+	+	+	7.9	190	+	-1.0	190	+	
CPI	2020/10/02 00:45	+	+	+	+	+	+	7.9	190	+	-1.0	190	+	
CPI	2020/10/02 01:00	0.2	50	+	0.2	50	+	8.0	190	+	-1.0	190	+	
CPI	2020/10/02 01:15	+	+	+	+	+	+	7.8	190	+	-1.0	190	+	
CPI	2020/10/02 01:30	+	+	+	+	+	+	7.9	190	+	-1.0	190	+	
CPI	2020/10/02 01:45	+	+	+	+	+	+	7.8	190	+	-1.0	190	+	
CPI	2020/10/02 02:00	0.1	50	+	0.1	50	+	7.3	190	+	-1.0	190	+	
CPI	2020/10/02 02:15	+	+	+	+	+	+	7.6	190	+	-1.0	190	+	
CPI	2020/10/02 02:30	+	+	+	+	+	+	6.9	190	+	-1.0	190	+	
CPI	2020/10/02 02:45	+	+	+	+	+	+	7.6	190	+	-1.0	190	+	
CPI	2020/10/02 03:00	0.3	50	+	0.3	50	+	7.4	190	+	-1.0	190	+	
CPI	2020/10/02 03:15	+	+	+	+	+	+	7.7	190	+	-1.0	190	+	
CPI	2020/10/02 03:30	+	+	+	+	+	+	7.6	190	+	-1.0	190	+	
CPI	2020/10/02 03:45	+	+	+	+	+	+	7.3	190	+	-1.0	190	+	
CPI	2020/10/02 04:00	0.1	50	+	0.1	50	+	7.0	190	+	-1.0	190	+	
CPI	2020/10/02 04:15	+	+	+	+	+	+	7.0	190	+	-1.0	190	+	
CPI	2020/10/02 04:30	+	+	+	+	+	+	7.3	190	+	-1.0	190	+	
CPI	2020/10/02 04:45	+	+	+	+	+	+	7.1	190	+	-1.0	190	+	
CPI	2020/10/02 05:00	0.1	50	+	0.1	50	+	7.1	190	+	-1.0	190	+	
CPI	2020/10/02 05:15	+	+	+	+	+	+	7.0	190	+	-1.0	190	+	
CPI	2020/10/02 05:30	+	+	+	+	+	+	6.9	190	+	-1.0	190	+	
CPI	2020/10/02 05:45	+	+	+	+	+	+	6.9	190	+	-1.0	190	+	
CPI	2020/10/02 06:00	0.2	50	+	0.2	50	+	6.8	190	+	-1.0	190	+	
CPI	2020/10/02 06:15	+	+	+	+	+	+	6.5	190	+	-1.0	190	+	
CPI	2020/10/02 06:30	+	+	+	+	+	+	7.5	190	+	-1.0	190	+	
CPI	2020/10/02 06:45	+	+	+	+	+	+	8.4	190	+	-1.0	190	+	
CPI	2020/10/02 07:00	0.2	50	+	0.2	50	+	10.3	190	+	-1.0	190	+	
CPI	2020/10/02 07:15	+	+	+	+	+	+	11.1	190	+	-1.0	190	+	
CPI	2020/10/02 07:30	+	+	+	+	+	+	10.2	190	+	-1.0	190	+	
CPI	2020/10/02 07:45	+	+	+	+	+	+	10.3	190	+	-1.0	190	+	
CPI	2020/10/02 08:00	0.0	50	+	0.0	50	+	10.9	190	+	-1.0	190	+	
CPI	2020/10/02 08:15	+	+	+	+	+	+	11.5	190	+	-1.0	190	+	
CPI	2020/10/02 08:30	+	+	+	+	+	+	11.8	190	+	-1.0	190	+	
CPI	2020/10/02 08:45	+	+	+	+	+	+	12.6	190	+	-1.0	190	+	
CPI	2020/10/02 09:00	0.1	50	+	0.1	50	+	12.7	190	+	-1.0	190	+	
CPI	2020/10/02 09:15	+	+	+	+	+	+	11.8	190	+	-1.0	190	+	
CPI	2020/10/02 09:30	+	+	+	+	+	+	12.5	190	+	-1.0	190	+	
CPI	2020/10/02 09:45	+	+	+	+	+	+	12.3	190	+	0.0	190	+	
CPI	2020/10/02 10:00	0.2	50	+	0.2	50	+	13.0	190	+	0.0	190	+	
CPI	2020/10/02 10:15	+	+	+	+	+	+	12.7	190	+	0.0	190	+	
CPI	2020/10/02 10:30	+	+	+	+	+	+	12.8	190	+	0.0	190	+	
CPI	2020/10/02 10:45	+	+	+	+	+	+	13.9	190	+	0.0	190	+	
CPI	2020/10/02 11:00	0.2	50	+	0.2	50	+	12.9	190	+	1.0	190	+	
CPI	2020/10/02 11:15	+	+	+	+	+	+	13.4	190	+	1.0	190	+	
CPI	2020/10/02 11:30	+	+	+	+	+	+	13.1	190	+	1.0	190	+	
CPI	2020/10/02 11:45	+	+	+	+	+	+	12.5	190	+	1.0	190	+	
CPI	2020/10/02 12:00	0.0	50	+	0.0	50	+	12.7	190	+	1.0	190	+	
CPI	2020/10/02 12:15	+	+	+	+	+	+	13.0	190	+	1.0	190	+	
CPI	2020/10/02 12:30	+	+	+	+	+	+	12.5	190	+	1.0	190	+	
CPI	2020/10/02 12:45	+	+	+	+	+	+	12.8	190	+	1.0	190	+	
CPI	2020/10/02 13:00	0.1	50	+	0.1	50	+	12.8	190	+	1.0	190	+	
CPI	2020/10/02 13:15	+	+	+	+	+	+	13.6	190	+	1.0	190	+	
CPI	2020/10/02 13:30	+	+	+	+	+	+	13.3	190	+	1.0	190	+	
CPI	2020/10/02 13:45	+	+	+	+	+	+	13.0	190	+	2.0	190	+	
CPI	2020/10/02 14:00	0.1	50	+	0.1	50	+	13.0	190	+	2.0	190	+	
CPI	2020/10/02 14:15	+	+	+	+	+	+	13.5	190	+	2.0	190	+	
CPI	2020/10/02 14:30	+	+	+	+	+	+	13.4	190	+	2.0	190	+	
CPI	2020/10/02 14:45	+	+	+	+	+	+	13.1	190	+	2.0	190	+	
CPI	2020/10/02 15:00	0.0	50	+	0.0	50	+	13.4	190	+	2.0	190	+	
CPI	2020/10/02 15:15	+	+	+	+	+	+	13.8	190	+	2.0	190	+	
CPI	2020/10/02 15:30	+	+	+	+	+	+	14.3	190	+	2.0	190	+	
CPI	2020/10/02 15:45	+	+	+	+	+	+	13.9	190	+	2.0	190	+	
CPI	2020/10/02 16:00	0.2	50	+	0.2	50	+	13.3	190	+	2.0	190	+	
CPI	2020/10/02 16:15	+	+	+	+	+	+	13.7	190	+	2.0	190	+	
CPI	2020/10/02 16:30	+	+	+	+	+	+	11.9	190	+	2.0	190	+	
CPI	2020/10/02 16:45	+	+	+	+	+	+	11.1	190	+	2.0	190	+	
CPI	2020/10/02 17:00	0.2	50	+	0.2	50	+	10.6	190	+	2.0	190	+	
CPI	2020/10/02 17:15	+	+	+	+	+	+	10.4	190	+	2.0	190	+	
CPI	2020/10/02 17:30	+	+	+	+	+	+	10.3	190	+	1.0	190	+	
CPI	2020/10/02 17:45	+	+	+	+	+	+	9.7	190	+	1.0	190	+	
CPI	2020/10/02 18:00	0.1	50	+	0.1	50	+	9.5	190	+	1.0	190	+	
CPI	2020/10/02 18:15	+	+	+	+	+	+	9.4	190	+	1.0	190	+	
CPI	2020/10/02 18:30	+	+	+	+	+	+	9.1	190	+	1.0	190	+	
CPI	2020/10/02 18:45	+	+	+	+	+	+	9.1	190	+	1.0	190	+	
CPI	2020/10/02 19:00	0.1	50	+	0.1	50	+	9.1	190	+	1.0	190	+	
CPI	2020/10/02 19:15	+	+	+	+	+	+	8.9	190	+	0.0	190	+	
CPI	2020/10/02 19:30	+	+	+	+	+	+	8.8	190	+	0.0	190	+	
CPI	2020/10/02 19:45	+	+	+	+	+	+	8.8	190	+	0.0	190	+	
CPI	2020/10/02 20:00	0.2	50	+	0.2	50	+	9.7	190	+	0.0	190	+	
CPI	2020/10/02 20:15	+	+	+	+	+	+	9.7	190	+	0.0	190	+	
CPI	2020/10/02 20:30	+	+	+	+	+	+	9.5	190	+	0.0	190	+	
CPI	2020/10/02 20:45	+	+	+	+	+	+	9.3	190	+	0.0	190	+	
CPI	2020/10/02 21:00	0.1	50	+	0.1	50	+	9.6	190	+	0.0	190	+	
CPI	2020/10/02 21:15	+	+	+	+	+	+	9.0	190	+	0.0	190	+	
CPI	2020/10/02 21:30	+	+	+	+	+	+	8.8	190	+	0.0	190	+	
CPI	2020/10/02 21:45	+	+	+	+	+	+	8.9	190	+	0.0	190	+	
CPI	2020/10/02 22:00	0.3	50	+	0.3	50	+	9.0	190	+	-1.0	190	+	
CPI	2020/10/02 22:15	+	+	+	+	+	+	9.0	190	+	-1.0	190	+	
CPI	2020/10/02 22:30	+	+	+	+	+	+	8.9	190	+	-1.0	190	+	
CPI	2020/10/02 22:45	+	+	+	+	+	+	9.0	190	+	-1.0	190	+	
CPI	2020/10/02 23:00	0.1	50	+	0.1	50	+	9.0	190	+	-1.0	190	+	
CPI	2020/10/02 23:15	+	+	+	+	+	+	9.2	190	+	-1.0	190	+	
CPI	2020/10/02 23:30	+	+	+	+	+	+	9.1	190	+	-1.0	190	+	
CPI	2020/10/02 23:45	+	+	+	+	+	+	8.8	190	+	-1.0	190	+	
CPI	2020/10/03 00:00	0.0	50	+	0.0	50	+	8.9	190	+	-1.0	190	+	
CPI	2020/10/03 00:15	+	+	+	+	+	+	8.9	190	+	-1.0	190	+	
CPI	2020/10/03 00:30	+	+	+	+	+	+	8.7	190	+	-1.0	190	+	
CPI	2020/10/03 00:45	+	+	+	+	+	+	8.8	190	+	-1.0	190	+	
CPI	2020/10/03 01:00	0.1	50	+	0.1	50	+	8.5	190	+	-1.0	190	+	
CPI	2020/10/03 01:15	+	+	+	+	+	+	8.6	190	+	-1.0	190	+	
CPI	2020/10/03 01:30	+	+	+	+	+	+	8.7	190	+	-1.0	190	+	
CPI	2020/10/03 01:45	+	+	+	+	+	+	8.3	190	+	-1.0	190	+	
CPI	2020/10/03 02:00	0.1	50	+	0.1	50	+	8.5	190	+	-1.0	190	+	
CPI	2020/10/03 02:15	+	+	+	+	+	+	9.0	190	+	-1.0	190	+	
CPI	2020/10/03 02:30	+	+	+	+	+	+	8.7	190	+	-1.0	190	+	
CPI	2020/10/03 02:45	+	+	+	+	+	+	8.2	190	+	-1.0	190	+	
CPI	2020/10/03 03:00	0.1	50	+	0.1	50	+	8.3	190	+	-1.0	190	+	
CPI	2020/10/03 03:15	+	+	+	+	+	+	8.3	190	+	-1.0	190	+	
CPI	2020/10/03 03:30	+	+	+	+	+	+	8.2	190	+	-1.0	190	+	
CPI	2020/10/03 03:45	+	+	+	+	+	+	8.1	190	+	-1.0	190	+	
CPI	2020/10/03 04:00	0.2	50	+	0.2	50	+	8.1	190	+	-1.0	190	+	
CPI	2020/10/03 04:15	+	+	+	+	+	+	8.5	190	+	-1.0	190	+	
CPI	2020/10/03 04:30	+	+	+	+	+	+	8.4	190	+	-1.0	190	+	
CPI	2020/10/03 04:45	+	+	+	+	+	+	8.3	190	+	-1.0	190	+	
CPI	2020/10/03 05:00	0.1	50	+	0.1	50	+	8.0	190	+	-1.0	190	+	
CPI	2020/10/03 05:15	+	+	+	+	+	+	7.8	190	+	-1.0	190	+	
CPI	2020/10/03 05:30	+	+	+	+	+	+	7.7	190	+	-1.0	190	+	
CPI	2020/10/03 05:45	+	+	+	+	+	+	7.6	190	+	-1.0	190	+	
CPI	2020/10/03 06:00	0.2	50	+	0.2	50	+	7.7	190	+	-1.0	190	+	
CPI	2020/10/03 06:15	+	+	+	+	+	+	8.1	190	+	-1.0	190	+	
CPI	2020/10/03 06:30	+	+	+	+	+	+	8.4	190	+	-1.0	190	+	
CPI	2020/10/03 06:45	+	+	+	+	+	+	8.6	190	+	-1.0	190	+	
CPI	2020/10/03 07:00	0.1	50	+	0.1	50	+	10.5	190	+	-1.0	190	+	
CPI	2020/10/03 07:15	+	+	+	+	+	+	11.5	190	+	-1.0	190	+	
CPI	2020/10/03 07:30	+	+	+	+	+	+	11.3	190	+	-1.0	190	+	
CPI	2020/10/03 07:45	+	+	+	+	+	+	10.9	190	+	-1.0	190	+	
CPI	2020/10/03 08:00	0.1	50	+	0.1	50	+	11.1	190	+	-1.0	190	+	
CPI	2020/10/03 08:15	+	+	+	+	+	+	11.5	190	+	-1.0	190	+	
CPI	2020/10/03 08:30	+	+	+	+	+	+	11.4	190	+	-1.0	190	+	
CPI	2020/10/03 08:45	+	+	+	+	+	+	11.4	190	+	-1.0	190	+	
CPI	2020/10/03 09:00	0.0	50	+	0.0	50	+	11.6	190	+	-1.0	190	+	
CPI	2020/10/03 09:15	+	+	+	+	+	+	11.9	190	+	-1.0	190	+	
CPI	2020/10/03 09:30	+	+	+	+	+	+	12.0	190	+	-1.0	190	+	
CPI	2020/10/03 09:45	+	+	+	+	+	+	11.7	190	+	-1.0	190	+	
CPI	2020/10/03 10:00	0.1	50	+	0.1	50	+	12.0	190	+	0.0	190	+	
CPI	2020/10/03 10:15	+	+	+	+	+	+	12.2	190	+	0.0	190	+	
CPI	2020/10/03 10:30	+	+	+	+	+	+	11.9	190	+	0.0	190	+	
CPI	2020/10/03 10:45	+	+	+	+	+	+	12.6	190	+	0.0	190	+	
CPI	2020/10/03 11:00	0.1	50	+	0.1	50	+	12.4	190	+	0.0	190	+	
CPI	2020/10/03 11:15	+	+	+	+	+	+	13.0	190	+	1.0	190	+	
CPI	2020/10/03 11:30	+	+	+	+	+	+	12.7	190	+	1.0	190	+	
CPI	2020/10/03 11:45	+	+	+	+	+	+	13.2	190	+	1.0	190	+	
CPI	2020/10/03 12:00	0.1	50	+	0.1	50	+	13.3	190	+	1.0	190	+	
CPI	2020/10/03 12:15	+	+	+	+	+	+	13.0	190	+	1.0	190	+	
CPI	2020/10/03 12:30	+	+	+	+	+	+	13.4	190	+	1.0	190	+	
CPI	2020/10/03 12:45	+	+	+	+	+	+	12.9	190	+	1.0	190	+	
CPI	2020/10/03 13:00	0.2	50	+	0.2	50	+	12.9	190	+	1.0	190	+	
CPI	2020/10/03 13:15	+	+	+	+	+	+	13.1	190	+	1.0	190	+	
CPI	2020/10/03 13:30	+	+	+	+	+	+	13.0	190	+	1.0	190	+	
CPI	2020/10/03 13:45	+	+	+	+	+	+	12.8	190	+	1.0	190	+	
CPI	2020/10/03 14:00	0.0	50	+	0.0	50	+	13.9	190	+	1.0	190	+	
CPI	2020/10/03 14:15	+	+	+	+	+	+	13.6	190	+	2.0	190	+	
CPI	2020/10/03 14:30	+	+	+	+	+	+	13.4	190	+	2.0	190	+	
CPI	2020/10/03 14:45	+	+	+	+	+	+	13.6	190	+	2.0	190	+	
CPI	2020/10/03 15:00	0.1	50	+	0.1	50	+	14.0	190	+	2.0	190	+	
CPI	2020/10/03 15:15	+	+	+	+	+	+	14.3	190	+	2.0	190	+	
CPI	2020/10/03 15:30	+	+	+	+	+	+	14.5	190	+	2.0	190	+	
CPI	2020/10/03 15:45	+	+	+	+	+	+	13.7	190	+	2.0	190	+	
CPI	2020/10/03 16:00	0.2	50	+	0.2	50	+	12.5	190	+	2.0	190	+	
CPI	2020/10/03 16:15	+	+	+	+	+	+	12.7	190	+	2.0	190	+	
