Site,Date,Dy,Solar,Reflect,Tave,Tmax,Tmin,RHave,RHmin,Wind,WindMax,Precip,SnowD,Tsnow,IRTSurfA,IRTSurfX,IRTSurfN,Tsoil005,Tsoil15,Tsoil50,SoilH2O,Vapres,vpdX,ClrSky
P5,7-Feb-19,38,NA,NA,-14.8,-8.6,-23.6,76.8,43.5,NA,NA,NA,0.522,-3.4,-14.8,-9.6,-23.2,-0.7,0,0.7,NA,0.139,0.181,9.02
P5,8-Feb-19,39,NA,NA,-14.2,-12,-17.3,87.2,81.8,NA,NA,NA,0.559,-3,-13.9,-11.9,-17.3,-0.7,0,0.7,NA,0.199,0.044,9.19
P5,9-Feb-19,40,NA,NA,-18.6,-16.7,-21,84.9,82.6,NA,NA,NA,0.563,-2.7,-18.5,-16,-21.6,-0.7,-0.1,0.6,NA,0.136,0.029,9.37
P5,10-Feb-19,41,NA,NA,-18.7,-13.9,-23.1,82.7,73.7,NA,NA,NA,0.563,-2.8,-18.9,-14,-23.1,-0.8,-0.1,0.6,NA,0.154,0.055,9.55
P5,11-Feb-19,42,NA,NA,-17.6,-12.4,-26.4,82.9,73.2,NA,NA,NA,0.58,-2.8,-17.7,-12.9,-25.8,-0.8,-0.1,0.6,NA,0.173,0.063,9.74
P5,12-Feb-19,43,NA,NA,-12.4,-9.1,-17.6,89.1,84.9,NA,NA,NA,0.604,-2.7,-12.5,-9.4,-17.8,-0.7,0,0.6,NA,0.26,0.046,9.92
P5,13-Feb-19,44,NA,NA,-14.6,-8.5,-18.5,87.5,84.5,NA,NA,NA,0.616,-2.4,-14.9,-9.3,-18.8,-0.7,-0.1,0.6,NA,0.272,0.05,10.12
P5,14-Feb-19,45,NA,NA,-9,-5.2,-16.4,88.4,62.3,NA,NA,NA,0.632,-2.3,-10.1,-5.7,-17.2,-0.7,-0.1,0.6,NA,0.259,0.157,10.31
P5,15-Feb-19,46,NA,NA,-5.8,-2.8,-8.1,93.7,86.3,NA,NA,NA,0.643,-2,-6.6,-3.5,-9.5,-0.6,0,0.6,NA,0.43,0.068,10.51
P5,16-Feb-19,47,NA,NA,-6.7,-3.9,-9.9,90.1,74.5,NA,NA,NA,0.624,-1.7,-7.3,-4.6,-11,-0.6,0,0.6,NA,0.342,0.117,10.71
P5,17-Feb-19,48,NA,NA,-10.6,-7.3,-16.4,92.1,85.7,NA,NA,NA,0.639,-1.4,-10.7,-7.4,-17,-0.5,-0.1,0.6,NA,0.302,0.05,10.91
P5,18-Feb-19,49,NA,NA,-13.6,-9.9,-18.4,88,81.9,NA,NA,NA,0.586,-1.4,-14.5,-10.1,-18.9,-0.5,-0.1,0.6,NA,0.236,0.052,11.13
P5,19-Feb-19,50,NA,NA,-8.2,-5.5,-12.9,91.3,84.8,NA,NA,NA,0.68,-1.5,-8.7,-6.1,-13.9,-0.4,0,0.6,NA,0.343,0.061,11.33
P5,20-Feb-19,51,NA,NA,-9,-7.6,-10,91.7,85.5,NA,NA,NA,0.7,-1.4,-9.6,-7.2,-11.4,-0.4,0,0.6,NA,0.296,0.05,11.55
P5,21-Feb-19,52,NA,NA,-11.1,-7.5,-16.4,88.7,76,NA,NA,NA,0.661,-1.3,-11.5,-7.4,-17,-0.4,-0.1,0.6,NA,0.263,0.083,11.76
P5,22-Feb-19,53,NA,NA,-10.2,-7.8,-14.9,90.2,84,NA,NA,NA,0.747,-1.3,-10.5,-8.5,-14.6,-0.4,-0.1,0.6,NA,0.285,0.054,11.98
P5,23-Feb-19,54,NA,NA,-9.1,-6,-12.2,90,81.9,NA,NA,NA,0.758,-1.2,-9.7,-6.7,-13.6,-0.4,0,0.6,NA,0.32,0.071,12.21
P5,24-Feb-19,55,NA,NA,-11,-8.4,-14.1,89,78.7,NA,NA,NA,0.743,-1.2,-11.4,-8.2,-14.6,-0.4,-0.1,0.6,NA,0.256,0.069,12.42
P5,25-Feb-19,56,NA,NA,-13.9,-11.9,-16.8,88,83,NA,NA,NA,0.732,-1.2,-14.3,-11,-18.4,-0.4,-0.1,0.5,NA,0.204,0.042,12.65
P5,26-Feb-19,57,NA,NA,-16.8,-10.9,-20.7,82.4,65.7,NA,NA,NA,0.713,-1.3,-17.7,-9.9,-21.1,-0.4,-0.1,0.5,NA,0.174,0.091,12.88
P5,27-Feb-19,58,NA,NA,-11.6,-5.8,-20.6,83.9,50.5,NA,NA,NA,0.65,-1.4,-11.9,-6.7,-20.8,-0.4,-0.1,0.5,NA,0.2,0.196,13.12
P5,28-Feb-19,59,NA,NA,-8.5,-6.7,-9.9,89.1,79.2,NA,NA,NA,0.751,-1.4,-8.9,-6.8,-11.5,-0.4,0,0.6,NA,0.293,0.077,13.35
P5,1-Mar-19,60,NA,NA,-9.2,-5.5,-12.4,85.8,67.4,NA,NA,NA,0.717,-1.3,-10.1,-5.6,-13.9,-0.4,-0.1,0.6,NA,0.273,0.132,13.59
P5,2-Mar-19,61,NA,NA,-14.5,-10.2,-19.1,84.9,75.7,NA,NA,NA,0.707,-1.3,-15.3,-9.2,-19.9,-0.4,-0.1,0.5,NA,0.212,0.068,13.82
P5,3-Mar-19,62,NA,NA,-18.1,-9.2,-24.1,75.9,48.7,NA,NA,NA,0.727,-1.4,-18.9,-9.8,-24.1,-0.5,-0.2,0.4,NA,0.148,0.156,14.07
P5,4-Mar-19,63,NA,NA,-17.5,-6.4,-25.4,70.7,33.8,NA,NA,NA,0.724,-1.6,-18.4,-7.6,-25.3,-0.5,-0.2,0.4,NA,0.128,0.251,14.31
P5,5-Mar-19,64,NA,NA,-9.3,-3.4,-19.9,75.8,47.7,NA,NA,NA,0.7,-1.7,-10.1,-3.5,-20.2,-0.5,-0.1,0.5,NA,0.227,0.249,14.55
P5,6-Mar-19,65,NA,NA,-4.8,-2.3,-6.8,91.3,79.5,NA,NA,NA,0.754,-1.7,-5.2,-2.2,-7.3,-0.5,0,0.6,NA,0.409,0.105,14.8
P5,7-Mar-19,66,NA,NA,-7.1,-3.4,-13.9,86.3,61.3,NA,NA,NA,0.764,-1.4,-7.7,-3.9,-15.1,-0.5,-0.1,0.6,NA,0.291,0.184,15.04
P5,8-Mar-19,67,NA,NA,-12.7,-4.3,-19.6,81.3,51.5,NA,NA,NA,0.765,-1.3,-13.6,-3.7,-19.9,-0.5,-0.1,0.5,NA,0.229,0.216,15.29
P5,9-Mar-19,68,NA,NA,-10.8,-5.1,-16.6,80.7,56.7,NA,NA,NA,0.768,-1.2,-11.4,-4.1,-17.2,-0.4,-0.1,0.5,NA,0.236,0.18,15.55
P5,10-Mar-19,69,NA,NA,-10.5,-0.8,-19.1,78.4,47.8,NA,NA,NA,0.757,-1.2,-11.5,-1.5,-19.2,-0.4,-0.1,0.5,NA,0.275,0.3,15.8
P5,11-Mar-19,70,NA,NA,-6.8,-2.5,-12,77.3,55.8,NA,NA,NA,0.744,-1.2,-7.3,-4.1,-12.4,-0.4,-0.1,0.5,NA,0.284,0.225,16.05
P5,12-Mar-19,71,NA,NA,-6.6,-4.1,-11.9,91.5,84.3,NA,NA,NA,0.75,-1.2,-7.2,-4.5,-13.1,-0.4,0,0.5,NA,0.38,0.071,16.31
P5,13-Mar-19,72,NA,NA,-8.4,-1.7,-14.4,78,47.6,NA,NA,NA,0.759,-1.1,-10.1,-2.7,-15.1,-0.4,-0.1,0.5,NA,0.256,0.282,16.56
P5,14-Mar-19,73,NA,NA,-5.8,1,-14.7,72.3,42,NA,NA,NA,0.754,-1,-6.8,-1.1,-15.3,-0.3,0,0.5,NA,0.275,0.38,16.82
P5,15-Mar-19,74,NA,NA,-2.7,3.9,-7.4,76.1,48.9,NA,NA,NA,0.738,-1,-4.2,0,-8.2,-0.3,0,0.6,NA,0.394,0.412,17.08
P5,16-Mar-19,75,NA,NA,-2.2,6.3,-8.6,77,41.9,NA,NA,NA,0.732,-0.9,-4,0.3,-9.5,-0.3,0,0.6,NA,0.399,0.553,17.34
P5,17-Mar-19,76,NA,NA,-0.4,7.1,-7.1,71.2,37.7,NA,NA,NA,0.708,-0.7,-2.2,0.9,-6.3,-0.2,0,0.6,NA,0.379,0.626,17.6
P5,18-Mar-19,77,NA,NA,1,10.9,-4.6,64.1,19.9,NA,NA,NA,0.68,-0.4,-1.4,1.5,-4.2,-0.2,0,0.6,NA,0.26,1.047,17.85
P5,19-Mar-19,78,NA,NA,1.5,12.7,-5.5,65.6,22.9,NA,NA,NA,0.658,-0.1,-1,2,-4.3,-0.1,0,0.6,NA,0.336,1.131,18.12
P5,20-Mar-19,79,NA,NA,3.3,14.7,-3,61.2,19.1,NA,NA,NA,0.621,0,0,2.1,-2.2,0,0,0.6,NA,0.319,1.351,18.38
P5,21-Mar-19,80,NA,NA,2.6,14.1,-4.2,62,24.1,NA,NA,NA,0.599,0,0.1,2.5,-2.7,0,0,0.6,NA,0.387,1.219,18.65
P5,22-Mar-19,81,NA,NA,3.5,12.5,-3.2,63.5,23.8,NA,NA,NA,0.561,0.1,1.2,3,-1.6,0,0,0.6,NA,0.345,1.105,18.91
P5,23-Mar-19,82,NA,NA,1.6,6.5,-1.6,82,56.8,NA,NA,NA,0.541,0.1,2.5,3.5,1.3,0,0.1,0.6,NA,0.55,0.418,19.17
P5,24-Mar-19,83,NA,NA,2.3,7.3,-1.9,83.1,55,NA,NA,NA,0.526,0.1,2.6,3,1,0,0.1,0.6,NA,0.561,0.459,19.43
P5,25-Mar-19,84,NA,NA,1.2,5,-0.5,87.6,61.1,NA,NA,NA,0.495,0.1,2.9,3.7,2.4,0,0.1,0.6,NA,0.534,0.34,19.7
P5,26-Mar-19,85,NA,NA,-1.6,2.4,-6.9,87.8,55.4,NA,NA,NA,0.569,0,0.9,3.4,-3.9,0,0.1,0.6,NA,0.403,0.324,19.96
P5,27-Mar-19,86,NA,NA,-2.5,5,-8.3,83,51,NA,NA,NA,0.546,0,-0.5,3.5,-5.2,0,0,0.6,NA,0.445,0.428,20.22
P5,28-Mar-19,87,NA,NA,-1.2,4.4,-6.5,74.2,44.7,NA,NA,NA,0.532,0,0.6,3.5,-3.4,0,0.1,0.6,NA,0.375,0.464,20.48
P5,29-Mar-19,88,NA,NA,-0.8,6.8,-5.6,69.2,31.5,NA,NA,NA,0.522,0,0.6,3.7,-2.5,0,0.1,0.6,NA,0.312,0.678,20.74
P5,30-Mar-19,89,NA,NA,0.3,8.1,-6.3,64.6,30.6,NA,NA,NA,0.525,0,1,4.2,-2.7,0,0.1,0.6,NA,0.331,0.751,21
P5,31-Mar-19,90,NA,NA,1.1,7,-3.8,72,33.2,NA,NA,NA,0.517,0,2.3,4,-0.4,0,0.1,0.6,NA,0.333,0.67,21.27
P5,1-Apr-19,91,NA,NA,-0.6,6.6,-6.1,67.3,27.2,NA,NA,NA,0.503,0,0.8,3.9,-2.3,0,0.1,0.6,NA,0.265,0.709,21.52
P5,2-Apr-19,92,NA,NA,0.2,7.9,-5.9,61.8,23.3,NA,NA,NA,0.482,0,0.9,3.8,-2.5,0,0.1,0.6,NA,0.249,0.82,21.78
P5,3-Apr-19,93,NA,NA,0.3,3.4,-2.7,89.2,65,NA,NA,NA,0.478,0.1,2.5,3.6,0.7,0,0.1,0.6,NA,0.505,0.272,22.03
P5,4-Apr-19,94,NA,NA,1.2,7.3,-3.7,79.2,50.2,NA,NA,NA,0.473,0.1,2.2,3.9,-0.3,0,0.1,0.6,NA,0.514,0.51,22.29
P5,5-Apr-19,95,NA,NA,0.8,3.7,-2.3,89.3,74.2,NA,NA,NA,0.507,0.1,2.8,3.5,0,0.1,0.1,0.6,NA,0.592,0.206,22.55
P5,6-Apr-19,96,NA,NA,-2.2,0.4,-6.2,93,86.2,NA,NA,NA,0.504,0,0.7,3.2,-2.9,0,0.1,0.6,NA,0.543,0.087,22.8
P5,7-Apr-19,97,NA,NA,-0.4,4.5,-5,79.1,41.9,NA,NA,NA,0.482,0,1.9,4.1,-1.2,0,0.1,0.6,NA,0.354,0.491,23.06
P5,8-Apr-19,98,NA,NA,-1,3.3,-6.8,87.4,65.1,NA,NA,NA,0.482,0,1.5,4,-2.7,0,0.1,0.6,NA,0.504,0.27,23.31
P5,9-Apr-19,99,NA,NA,0.6,4,-1,88.2,68,NA,NA,NA,0.478,0.1,2.9,4,2.1,0.1,0.1,0.6,NA,0.551,0.259,23.56
P5,10-Apr-19,100,NA,NA,-1.4,0.4,-3.3,87.5,70.4,NA,NA,NA,0.465,0,1.5,3.2,-1.4,0,0.1,0.6,NA,0.442,0.186,23.81
P5,11-Apr-19,101,NA,NA,-2.2,2.3,-5.4,81.4,50.3,NA,NA,NA,0.505,0,0.8,4.1,-2.6,0,0.1,0.6,NA,0.361,0.357,24.05
P5,12-Apr-19,102,NA,NA,-1.3,3.3,-5.9,78.3,56.1,NA,NA,NA,0.494,0,1.2,3.8,-2.4,0,0.2,0.6,NA,0.435,0.34,24.3
P5,13-Apr-19,103,NA,NA,-1.9,0.8,-5,92.7,79,NA,NA,NA,0.534,0,1.3,3.4,-1.6,0,0.2,0.6,NA,0.511,0.136,24.53
P5,14-Apr-19,104,NA,NA,-2,2.6,-4.4,68.6,40.8,NA,NA,NA,0.52,0,0.3,4.1,-1.6,0,0.2,0.6,NA,0.301,0.437,24.78
P5,15-Apr-19,105,NA,NA,-2.6,3.9,-7.9,67.5,38.6,NA,NA,NA,0.522,0,0.1,4.2,-4.1,0,0.2,0.6,NA,0.311,0.495,25.02
P5,16-Apr-19,106,NA,NA,-0.4,5.7,-7.9,64.1,29.2,NA,NA,NA,0.5,0,0.9,4.1,-4.2,0,0.2,0.6,NA,0.267,0.647,25.26
P5,17-Apr-19,107,NA,NA,3,7.3,-0.2,63,39.8,NA,NA,NA,0.478,0.1,3.2,4.1,2,0.1,0.2,0.7,NA,0.407,0.616,25.49
P5,18-Apr-19,108,NA,NA,2.6,5.8,0,97.4,89.1,NA,NA,NA,0.446,0.1,3.5,4.1,3.2,0.1,0.2,0.7,NA,0.824,0.101,25.73
P5,19-Apr-19,109,NA,NA,3.4,7,0.4,91.2,70.6,NA,NA,NA,0.436,0.1,3.5,4.2,3.2,0.1,0.2,0.6,NA,0.707,0.294,25.96
P5,20-Apr-19,110,NA,NA,0.7,5.3,-3.3,73.9,39.9,NA,NA,NA,0.419,0.1,2.8,4.3,0.3,0,0.2,0.6,NA,0.354,0.533,26.18
P5,21-Apr-19,111,NA,NA,2.2,10.5,-6.2,53.2,18.1,NA,NA,NA,0.389,0,1.9,4.3,-2,0,0.2,0.6,NA,0.229,1.036,26.41
P5,22-Apr-19,112,NA,NA,2.6,8.1,-3.2,71.1,44,NA,NA,NA,0.398,0.1,2.9,4,0.5,0.1,0.2,0.6,NA,0.475,0.605,26.63
P5,23-Apr-19,113,NA,NA,3.2,7.6,-2.2,72.6,39.5,NA,NA,NA,0.339,0.1,3.3,4.5,1.3,0.1,0.2,0.6,NA,0.412,0.631,26.85
P5,24-Apr-19,114,NA,NA,0.1,5.1,-4.6,68.5,36.4,NA,NA,NA,0.329,0,2.2,4.6,-0.5,0,0.2,0.6,NA,0.32,0.559,27.07
P5,25-Apr-19,115,NA,NA,1.3,8.5,-6.5,60,20.7,NA,NA,NA,0.322,0,1.9,4.4,-2.1,0,0.2,0.6,NA,0.23,0.881,27.29
P5,26-Apr-19,116,NA,NA,2.5,8,-2.4,56.5,21.5,NA,NA,NA,0.289,0.1,3.1,4.5,1.8,0.1,0.2,0.6,NA,0.23,0.84,27.5
P5,27-Apr-19,117,NA,NA,-3.2,-0.4,-5.3,79.7,57.5,NA,NA,NA,0.281,0,0.9,2.6,-0.7,0,0.2,0.6,NA,0.341,0.252,27.71
P5,28-Apr-19,118,NA,NA,-1.8,3.7,-5.9,73.4,34.3,NA,NA,NA,0.285,0,1.1,4.4,-2.5,0,0.2,0.6,NA,0.273,0.523,27.92
P5,29-Apr-19,119,NA,NA,-2.8,3.4,-7.6,69.8,40.5,NA,NA,NA,0.278,0,0.5,4.4,-2.9,0,0.2,0.6,NA,0.316,0.464,28.12
P5,30-Apr-19,120,NA,NA,-1.3,4.2,-8.3,59.5,31.6,NA,NA,NA,0.275,-0.1,1.2,4.3,-3.6,0,0.2,0.6,NA,0.261,0.565,28.32
P5,1-May-19,121,NA,NA,1.4,5.2,-2.4,55.8,39.1,NA,NA,NA,0.248,0.1,3,4.4,1.3,0,0.2,0.6,NA,0.346,0.539,28.52
P5,2-May-19,122,NA,NA,1.8,6.9,-2.2,68.3,47.9,NA,NA,NA,0.234,0.1,3,4.5,1.7,0,0.2,0.6,NA,0.477,0.519,28.7
P5,3-May-19,123,NA,NA,2.9,11.2,-3.5,69.9,35.5,NA,NA,NA,0.193,0.1,2.9,4.6,0.4,0,0.2,0.6,NA,0.473,0.859,28.89
P5,4-May-19,124,NA,NA,4.4,11,-1.7,72.5,43.7,NA,NA,NA,0.162,0,3.5,4.6,2.2,0,0.2,0.6,NA,0.573,0.738,29.07
P5,5-May-19,125,NA,NA,3.3,10.4,-2.7,65,34,NA,NA,NA,0.12,0,3.4,5,1.4,0,0.2,0.6,NA,0.428,0.831,29.25
P5,6-May-19,126,NA,NA,4.9,11.8,-2.2,63.4,33.2,NA,NA,NA,0.1,0,3.8,5.8,1.7,0,0.2,0.6,NA,0.46,0.926,29.43
P5,7-May-19,127,NA,NA,4.5,11.6,-1.9,67.3,38.3,NA,NA,NA,0.018,0.1,4.4,8.3,2.3,0.1,0.2,0.6,NA,0.522,0.841,29.61
P5,8-May-19,128,NA,NA,5,12,-0.9,69.8,42,NA,NA,NA,-0.035,NA,5.8,13.3,3,0.1,0.3,0.6,NA,0.589,0.813,29.77
P5,9-May-19,129,NA,NA,5.6,15,-1.7,63.6,24,NA,NA,NA,0,NA,8.2,24.7,2.5,2,0.8,0.8,NA,0.409,1.295,29.94
P5,10-May-19,130,NA,NA,7.4,17.2,-0.8,67.2,35.6,NA,NA,NA,0,NA,10.4,31.9,3.1,5.6,2.5,1.2,NA,0.699,1.264,30.1
P5,11-May-19,131,NA,NA,10,19.5,0.5,61.2,30.4,NA,NA,NA,0,NA,12.8,32.9,4,7.8,4.3,1.8,NA,0.687,1.573,30.26
P5,12-May-19,132,NA,NA,10.4,18,2.1,46.5,21.6,NA,NA,NA,0,NA,14.5,37.3,5.4,9,5.5,2.4,NA,0.445,1.615,30.41
P5,13-May-19,133,NA,NA,8.6,16.2,-0.7,50.3,27.6,NA,NA,NA,0,NA,13.5,36.3,3.8,8.4,6,3,NA,0.509,1.335,30.57
P5,14-May-19,134,NA,NA,4.4,10.3,-0.9,81.7,46,NA,NA,NA,0,NA,8.6,16.5,3.6,5.8,5.6,3.5,NA,0.576,0.676,30.71
P5,15-May-19,135,NA,NA,5.5,12.5,-1.7,77.6,41.9,NA,NA,NA,0,NA,10.7,27.2,3.2,7.1,5,3.5,NA,0.606,0.84,30.86
P5,16-May-19,136,NA,NA,6.4,10,4.2,95.7,81.2,NA,NA,NA,0,NA,10.6,16.3,8.2,7.3,5.7,3.7,NA,0.996,0.231,31
P5,17-May-19,137,NA,NA,4.4,6.6,0.4,89.7,73.6,NA,NA,NA,0,NA,9.1,12.8,5,6.7,5.7,3.9,NA,0.717,0.257,31.14
P5,18-May-19,138,NA,NA,3.9,8.6,0.5,87.3,67.4,NA,NA,NA,0,NA,8.6,16.3,4,5.6,5.1,4,NA,0.751,0.363,31.27
P5,19-May-19,139,NA,NA,5.7,9.7,2.1,79.7,53.8,NA,NA,NA,0,NA,10,17.6,6.1,6.7,5.2,4,NA,0.649,0.557,31.4
P5,20-May-19,140,NA,NA,5.5,9.4,1.6,63.8,42.1,NA,NA,NA,0,NA,9.7,16.6,6,6.4,5.4,4,NA,0.496,0.682,31.52
P5,21-May-19,141,NA,NA,4.6,8.1,1.6,70.7,51.9,NA,NA,NA,0,NA,9.3,18,5.8,5.8,5.2,4.1,NA,0.56,0.519,31.65
P5,22-May-19,142,NA,NA,6.7,13.3,-0.2,72.1,38.5,NA,NA,NA,0,NA,11.2,27.5,4,6.9,5.3,4.1,NA,0.586,0.936,31.76
