Site,Date,Dy,Solar,Reflect,Tave,Tmax,Tmin,RHave,RHmin,Wind,WindMax,Precip,SnowD,Tsnow,IRTSurfA,IRTSurfX,IRTSurfN,Tsoil005,Tsoil15,Tsoil50,SoilH2O,Vapres,vpdX,ClrSky
PJ,1-Jan-19,1,1.99,1.85,-6,-1.7,-10.2,85.3,70.1,0.5,2.1,0,0.673,-1.4,-5.9,2.4,-14.4,-0.2,0.7,1.3,NA,0.377,0.161,5.14
PJ,2-Jan-19,2,1.42,1.32,-8.4,-7,-10.1,91.6,85.5,0.9,4.1,0,0.656,-1.3,-8,-3.7,-14.4,-0.2,0.7,1.2,NA,0.309,0.052,5.18
PJ,3-Jan-19,3,1.36,1.27,-3.7,-0.4,-7.5,94.7,91.9,1.7,5.1,2,0.646,-1.3,-3.1,1.9,-7,-0.2,0.7,1.2,NA,0.546,0.048,5.22
PJ,4-Jan-19,4,4.22,2.63,-2.8,0.9,-7.9,86.5,67.9,1.4,4.8,0,0.628,-1,-5.6,1.8,-18.7,-0.1,0.7,1.2,NA,0.443,0.209,5.27
PJ,5-Jan-19,5,2.31,1.68,-3,-0.3,-4.9,88.5,78.7,2.6,5.1,0,0.62,-1.1,-2.9,2.7,-7,-0.1,0.7,1.2,NA,0.47,0.127,5.32
PJ,6-Jan-19,6,3.58,2.56,-5.4,-1.8,-12.5,84.1,58.6,1.9,5.2,0,0.611,-1.1,-7.2,-1,-25.2,-0.1,0.7,1.2,NA,0.314,0.222,5.37
PJ,7-Jan-19,7,3.98,3.12,-9.4,-5.4,-17.1,79.9,53.7,1.9,6.5,0.63,0.607,-1.4,-12.9,-4.5,-24.3,-0.2,0.7,1.2,NA,0.22,0.19,5.43
PJ,8-Jan-19,8,2.03,1.64,-10.2,-5.6,-16.8,73.2,37.8,2.7,5.9,3.15,0.633,-2,-12.5,-5.7,-24.8,-0.3,0.7,1.2,NA,0.152,0.25,5.49
PJ,9-Jan-19,9,1.38,1.11,-2.7,-0.1,-6.1,91.9,86.2,2.2,5,0,0.625,-2.1,-2.3,1.6,-6.2,-0.2,0.7,1.2,NA,0.522,0.084,5.56
PJ,10-Jan-19,10,4.43,2.91,-2.3,1.2,-5.2,93.7,80.5,1.6,4.5,0,0.616,-1.5,-3,5.4,-14.7,-0.2,0.7,1.2,NA,0.535,0.13,5.63
PJ,11-Jan-19,11,3.04,2.49,-2.7,-0.5,-4.4,91.4,71.9,2.1,4.9,0,0.609,-1.2,-4,3.2,-9.3,-0.1,0.7,1.2,NA,0.423,0.165,5.7
PJ,12-Jan-19,12,5,2.94,-2.9,1.6,-6.6,77,60.6,1.3,5.2,0,0.603,-1.2,-7,1.8,-14.4,-0.1,0.7,1.2,NA,0.415,0.27,5.77
PJ,13-Jan-19,13,6.34,3.32,-3.7,3.9,-7.7,72.6,49.2,0.5,2,0,0.589,-1.4,-8.7,5,-20.9,-0.1,0.7,1.2,NA,0.396,0.409,5.85
PJ,14-Jan-19,14,6.67,3.39,-3.5,4.7,-8.9,49.4,29.6,0.4,1.6,0,0.59,-1.8,-10.7,4.2,-26.1,-0.1,0.7,1.2,NA,0.252,0.599,5.93
PJ,15-Jan-19,15,6.17,3.47,-4.8,1.4,-8,55.2,38.2,0.9,3.2,0,0.589,-2.2,-10.4,1.7,-16.1,-0.2,0.7,1.2,NA,0.259,0.419,6.02
PJ,16-Jan-19,16,2.67,1.93,-4,-0.4,-6.2,78.2,65.2,2.1,5.1,0,0.59,-2.3,-3.8,2,-10.5,-0.2,0.7,1.2,NA,0.388,0.207,6.11
PJ,17-Jan-19,17,1.56,1.41,-3.2,-1.3,-5.3,90.7,80.6,2.1,5.1,2.73,0.595,-1.8,-3,-0.3,-8.4,-0.3,0.7,1.1,NA,0.447,0.108,6.2
PJ,18-Jan-19,18,2.55,2.37,-4.6,-1.4,-7.1,92.1,84.8,1.2,5.6,0.63,0.63,-1.4,-5.7,-2.5,-11.1,-0.2,0.6,1.1,NA,0.468,0.084,6.3
PJ,19-Jan-19,19,7.02,4.15,-3.7,0.6,-8.4,87.1,65.7,1.7,5.6,3.57,0.639,-1.3,-5.6,2.6,-17,-0.2,0.7,1.1,NA,0.42,0.219,6.4
PJ,20-Jan-19,20,3.33,2.33,-7.2,-2.9,-10.4,86.4,62.1,1.3,5.5,0,0.635,-1.3,-11.7,-5.4,-18.8,-0.2,0.6,1.1,NA,0.305,0.186,6.51
PJ,21-Jan-19,21,2.86,2.07,-9,-5,-13.1,85.2,71.7,1.1,4.3,0,0.623,-1.6,-14.3,-4.8,-21.3,-0.2,0.6,1.1,NA,0.301,0.119,6.61
PJ,22-Jan-19,22,1.36,1.27,-7.7,-6.5,-10,90.9,80.4,0.7,4.1,12.39,0.722,-1.9,-8,-6.2,-13.7,-0.2,0.6,1.1,NA,0.301,0.073,6.73
PJ,23-Jan-19,23,3.87,3.57,-6.1,-2.7,-9.4,92.8,89.4,1.5,5,9.24,0.78,-1.8,-7.2,4,-15.7,-0.2,0.6,1.1,NA,0.448,0.053,6.84
PJ,24-Jan-19,24,6.19,4.15,-3.5,1,-9.5,78.7,41.1,1.1,3.9,0,0.756,-1.5,-5.2,3,-19,-0.2,0.6,1.1,NA,0.271,0.388,6.96
PJ,25-Jan-19,25,6.88,4.28,-1.8,2.5,-7,75.2,56.4,1.3,4.8,0,0.739,-1.3,-3.4,3.5,-12.7,-0.1,0.6,1.1,NA,0.414,0.32,7.09
PJ,26-Jan-19,26,7.26,4.29,2.3,10.4,-4.4,63.3,37.8,0.9,5.3,0,0.727,-1.1,-1.6,9.4,-10,-0.1,0.7,1.1,NA,0.477,0.785,7.21
PJ,27-Jan-19,27,8.04,4.5,-1.3,4.8,-11.5,60.9,46.1,2.5,6,2.52,0.712,-0.9,-4,3.2,-18.9,-0.1,0.7,1.1,NA,0.395,0.462,7.34
PJ,28-Jan-19,28,5.81,3.8,-8.8,-1.6,-13.9,73.9,37.1,0.6,2.5,0,0.701,-1,-15,-0.8,-34.6,-0.1,0.6,1.1,NA,0.201,0.341,7.47
PJ,29-Jan-19,29,8.44,4.7,-7,2.8,-13.7,44.2,11.9,0.5,2.6,0,0.699,-1.5,-13.8,3.2,-35.8,-0.1,0.6,1.1,NA,0.089,0.659,7.61
PJ,30-Jan-19,30,4.29,3.21,-3.1,3.9,-10.5,53.1,27.6,0.4,2.1,0,0.7,-1.8,-4.5,5.1,-18.2,-0.1,0.6,1.1,NA,0.222,0.582,7.75
PJ,31-Jan-19,31,2.72,2.1,-2.3,2.1,-5.5,72.5,50.3,0.6,2.2,0,0.692,-1.6,-2.6,2.5,-5.9,-0.1,0.6,1.1,NA,0.356,0.352,7.9
PJ,1-Feb-19,32,4.37,3.29,-3,-0.1,-5.1,87.1,71.7,1,4.2,0,0.683,-1.3,-2.8,0.8,-5.5,-0.1,0.6,1.1,NA,0.434,0.171,8.04
PJ,2-Feb-19,33,7.09,4.31,-4.3,0.4,-11.6,78.3,51.2,1.7,6.1,2.73,0.698,-1,-6.6,0.3,-17,-0.1,0.6,1.1,NA,0.321,0.306,8.2
PJ,3-Feb-19,34,5.7,4.04,-14.8,-6.5,-24.2,78,48.9,0.5,4.3,0,0.691,-1.1,-13.6,0.6,-31.4,-0.2,0.6,1,NA,0.183,0.191,8.35
PJ,4-Feb-19,35,7.21,4.97,-22.5,-17,-25.3,72.9,61.3,2.6,7.1,0,0.694,-2.2,-23,-16.4,-29.1,-0.6,0.5,1,NA,0.099,0.063,8.52
PJ,5-Feb-19,36,8.16,5.08,-20.5,-13.4,-27.5,68.3,35.2,1.2,4.5,0,0.695,-3.2,-24.4,-13.2,-33.3,-0.9,0.5,1,NA,0.077,0.142,8.68
PJ,6-Feb-19,37,9.54,5.91,-19.1,-13,-25.4,71.2,50.4,1.6,5.1,0,0.686,-3.9,-23.7,-13.8,-31,-1.1,0.5,1,NA,0.113,0.111,8.85
PJ,7-Feb-19,38,4.15,3.21,-12.5,-7.3,-19.9,62.4,29.6,0.5,2.6,3.15,0.702,-4,-14.4,-7.5,-26.7,-1,0.4,0.9,NA,0.104,0.247,9.02
PJ,8-Feb-19,39,4.85,4.51,-14.3,-11.9,-17.6,84.5,77.2,2,5.8,7.35,0.778,-3.6,-14.6,-10.3,-18.7,-0.9,0.4,0.9,NA,0.19,0.056,9.19
PJ,9-Feb-19,40,7.35,5.64,-18.5,-16.5,-21,81.2,78.1,3.9,7.2,1.365,0.763,-3.2,-19.6,-15.1,-26.7,-1.1,0.4,0.9,NA,0.132,0.037,9.37
PJ,10-Feb-19,41,8.38,5.46,-18.4,-10.8,-26.4,76.9,52.9,0.8,4.5,0,0.764,-2.7,-21.6,-10.3,-32.3,-0.7,0.4,0.9,NA,0.141,0.126,9.55
PJ,11-Feb-19,42,6.78,5.55,-16.9,-11.5,-25.9,77.5,64.8,1.6,5.2,0.63,0.764,-2.7,-19.2,-9.2,-32.4,-0.6,0.4,0.9,NA,0.164,0.089,9.74
PJ,12-Feb-19,43,3.43,2.99,-12.4,-9.6,-16.4,87,82.7,1.1,4.1,7.56,0.818,-2.7,-13.7,-8.5,-24,-0.5,0.3,0.9,NA,0.243,0.051,9.92
PJ,13-Feb-19,44,7.77,7.17,-11.4,-5.2,-16.6,85,71,0.1,1.4,2.52,0.818,-2.5,-14.8,0.4,-30.7,-0.5,0.4,0.9,NA,0.294,0.12,10.12
PJ,14-Feb-19,45,4.67,4.31,-8.1,-5,-11.6,77.9,53.3,1.1,6,3.045,0.835,-2.3,-10,-3.7,-17.4,-0.4,0.4,0.9,NA,0.224,0.196,10.31
PJ,15-Feb-19,46,6.45,4.94,-5.8,-1.8,-9.2,90.6,79.9,0.9,4.2,2.52,0.857,-2.1,-6.1,2,-15.2,-0.4,0.4,0.9,NA,0.426,0.107,10.51
PJ,16-Feb-19,47,4.57,4.15,-6.7,-3.7,-10.6,85.4,67.7,0.7,2.9,0,0.851,-1.8,-7.7,0,-32.9,-0.4,0.4,0.9,NA,0.313,0.149,10.71
PJ,17-Feb-19,48,4.77,4.43,-11,-7.7,-19.2,89.4,81,1.1,4.8,6.09,0.851,-1.6,-11.8,-5.7,-27.1,-0.4,0.4,0.8,NA,0.276,0.065,10.91
PJ,18-Feb-19,49,9.16,8.07,-13.4,-8.4,-19.4,82.8,66.2,1,3.6,0,0.85,-1.4,-17,-4.8,-27.2,-0.3,0.4,0.8,NA,0.215,0.11,11.13
PJ,19-Feb-19,50,5.38,4.43,-8.5,-5.6,-12.5,88.1,79.3,1.4,5.5,8.925,0.928,-1.4,-8.9,-4.7,-17.3,-0.3,0.4,0.8,NA,0.32,0.084,11.33
PJ,20-Feb-19,51,6.01,5.41,-9.3,-6.7,-10.4,86.9,75,1.7,5.7,1.155,0.93,-1.3,-10.2,-2.5,-15.1,-0.3,0.4,0.8,NA,0.277,0.092,11.55
PJ,21-Feb-19,52,7.08,6,-11,-5.2,-16.7,84.4,56.6,1.1,3.7,2.73,0.902,-1.2,-12.8,0.7,-24.8,-0.3,0.4,0.8,NA,0.234,0.179,11.76
PJ,22-Feb-19,53,4.22,3.93,-10.2,-7.7,-12.3,87.6,77.2,1,4.4,11.235,1,-1.1,-10.6,-5.1,-14.8,-0.3,0.4,0.8,NA,0.265,0.078,11.98
PJ,23-Feb-19,54,4.63,4.31,-9.5,-6,-13.3,88.9,82.2,0.8,3.2,0,0.962,-1.1,-10.7,-4.3,-21,-0.3,0.3,0.8,NA,0.321,0.07,12.21
PJ,24-Feb-19,55,9.43,8.77,-10.6,-7.3,-14,85.1,69.4,1.3,5.7,0,0.946,-1.1,-11.8,-3.5,-20.7,-0.2,0.4,0.8,NA,0.244,0.108,12.42
PJ,25-Feb-19,56,10.48,9.74,-14,-11.7,-17.6,82.3,74.8,3.4,6.5,0,0.934,-1,-15.4,-9.3,-25.5,-0.2,0.4,0.8,NA,0.187,0.063,12.65
PJ,26-Feb-19,57,9.96,8.66,-15.4,-7.3,-22.7,68.3,41.8,1.4,4.9,0,0.911,-1.1,-20.4,2.5,-31.3,-0.3,0.3,0.8,NA,0.147,0.205,12.88
PJ,27-Feb-19,58,4.78,4.25,-9.7,-5.7,-18.2,62.5,22.4,1.4,4.8,0,0.896,-1.2,-11.5,-4.7,-26.3,-0.2,0.4,0.8,NA,0.089,0.308,13.12
PJ,28-Feb-19,59,6.28,5.84,-8.6,-6.1,-10.6,85,69.3,1.4,4.5,9.765,0.951,-1.3,-8.9,0.5,-13.5,-0.2,0.4,0.8,NA,0.268,0.119,13.35
PJ,1-Mar-19,60,8.86,8.22,-9.1,-4.1,-12.6,79.6,50.5,1.3,3.8,0,0.939,-1.3,-9.8,4.5,-29.7,-0.2,0.4,0.8,NA,0.228,0.223,13.59
PJ,2-Mar-19,61,9.78,8.25,-13.7,-8.5,-19,78.1,53.8,1.6,4.8,0,0.918,-1.2,-18,2.8,-27.3,-0.2,0.4,0.8,NA,0.173,0.149,13.82
PJ,3-Mar-19,62,14.39,10.72,-15.4,-7.1,-21.5,67.5,31.2,0.9,3.2,0,0.906,-1.2,-21.1,-2.1,-52.2,-0.3,0.3,0.8,NA,0.112,0.247,14.07
PJ,4-Mar-19,63,15.31,11.07,-13.9,-4.8,-22.1,53.8,23.9,1,3.8,0,0.897,-1.4,-20.2,-1.7,-47.4,-0.3,0.4,0.8,NA,0.102,0.325,14.31
PJ,5-Mar-19,64,12.14,8.63,-7.8,-3.3,-14.1,58.7,39.5,2.9,6.5,0,0.893,-1.6,-8.6,0.9,-23.9,-0.3,0.4,0.8,NA,0.188,0.288,14.55
PJ,6-Mar-19,65,7.44,6,-5.3,-2.9,-7.3,87.5,76.4,2.8,5.8,8.715,0.931,-1.9,-3.7,1.7,-6.2,-0.3,0.4,0.8,NA,0.376,0.116,14.8
PJ,7-Mar-19,66,9.49,8.59,-7.4,-1.8,-15.3,82,47,1.6,5.3,5.67,0.98,-1.6,-7.5,4.8,-23.6,-0.3,0.4,0.8,NA,0.252,0.284,15.04
PJ,8-Mar-19,67,11.13,9.36,-10.7,-1,-17.7,74.6,36.6,0.6,3.1,0,0.967,-1.4,-15.7,6.2,-33.8,-0.3,0.4,0.8,NA,0.207,0.359,15.29
PJ,9-Mar-19,68,7.64,6.67,-10.1,-3.3,-15.4,77.3,48.2,0.8,3.3,0,0.949,-1.3,-12.3,4.4,-36.2,-0.2,0.4,0.8,NA,0.23,0.247,15.55
PJ,10-Mar-19,69,15.69,11.99,-7.7,1.5,-16.2,69.8,33.8,0.8,3.1,0,0.939,-1.2,-12.6,3.6,-43.9,-0.2,0.4,0.8,NA,0.23,0.45,15.8
PJ,11-Mar-19,70,7.78,6.34,-6.9,-2.9,-10.8,69.1,48.5,2.3,6.2,0,0.929,-1.2,-7.4,0.7,-15.1,-0.2,0.4,0.8,NA,0.24,0.255,16.05
PJ,12-Mar-19,71,7.09,6.6,-6.7,-3.6,-11.7,86.8,76.8,1,5.1,3.36,0.955,-1.2,-8.5,-0.1,-20.6,-0.2,0.4,0.8,NA,0.359,0.108,16.31
PJ,13-Mar-19,72,13.9,12.13,-7.2,0,-12.4,67.7,37.1,1.1,4.8,0,0.953,-1.2,-11.7,5.3,-48.3,-0.2,0.4,0.8,NA,0.226,0.383,16.56
PJ,14-Mar-19,73,12.45,9.72,-4.3,2.8,-12.9,63.7,31.2,0.9,3.8,0,0.942,-1.1,-5.6,7,-20.8,-0.2,0.4,0.8,NA,0.233,0.514,16.82
PJ,15-Mar-19,74,12.19,9.66,-1.8,6.4,-6.4,70.4,37.6,1.3,4.2,0,0.906,-1.1,-3.2,9.5,-11.6,-0.2,0.4,0.8,NA,0.362,0.601,17.08
PJ,16-Mar-19,75,15.85,11.54,-1,8.5,-8.1,68.2,30.8,0.9,3.3,0,0.884,-1,-2.8,10.9,-12.7,-0.1,0.4,0.8,NA,0.342,0.768,17.34
PJ,17-Mar-19,76,17.67,12.32,1.9,9.3,-5.8,54.1,27.4,1.3,4.8,0,0.867,-0.9,-1.3,9.7,-11.8,-0.1,0.4,0.8,NA,0.322,0.853,17.6
PJ,18-Mar-19,77,18.16,12.08,3.4,12.9,-4.7,44.7,16.3,1.2,3.8,0,0.84,-0.7,-0.8,10.8,-11.4,-0.1,0.4,0.8,NA,0.242,1.243,17.85
PJ,19-Mar-19,78,18.42,11.96,5.8,14.6,-2.7,35.9,17.6,1.4,4.8,0,0.809,-0.6,1.2,11.6,-9.4,-0.1,0.4,0.8,NA,0.293,1.372,18.12
PJ,20-Mar-19,79,18.75,11.95,8.5,15,-0.2,29.2,15.4,1.6,4.5,0,0.76,-0.4,3.7,12.3,-6.1,-0.1,0.4,0.8,NA,0.262,1.439,18.38
PJ,21-Mar-19,80,18.54,11.67,6.8,16.5,-1.5,34,15,1,3.5,0,0.729,-0.2,2.4,13.3,-6.8,-0.1,0.4,0.8,NA,0.281,1.592,18.65
PJ,22-Mar-19,81,18.23,11.34,6.3,14.3,-0.9,43.7,17.8,1.3,4.1,0,0.712,-0.1,3.4,12.4,-5,0,0.4,0.8,NA,0.291,1.344,18.91
PJ,23-Mar-19,82,9.56,6.27,2.1,9.1,-1.7,75.3,43.5,1,3.7,0,0.692,0,2,10.7,-2.2,0,0.4,0.8,NA,0.502,0.652,19.17
PJ,24-Mar-19,83,8.57,5.53,3.1,7.9,-1,73.1,47.1,1.1,3.7,4,0.667,0,2.6,7.9,-2.4,0,0.4,0.8,NA,0.503,0.565,19.43
PJ,25-Mar-19,84,12.31,8.01,1,5.3,-0.7,82.5,56.5,1.4,4.6,2,0.619,0,1.8,7.6,-0.3,0,0.4,0.8,NA,0.503,0.387,19.7
PJ,26-Mar-19,85,11.27,9,-1.6,3,-6.9,82.4,44.2,1.6,5,10.295,0.65,0,-1.8,6.2,-27.4,0,0.4,0.8,NA,0.335,0.423,19.96
PJ,27-Mar-19,86,19.21,12.26,-1.1,5.9,-8.4,68.3,39.1,1.3,4.4,0,0.616,0,-3,9.3,-16.3,0,0.4,0.8,NA,0.363,0.565,20.22
PJ,28-Mar-19,87,13.05,7.98,0.9,6.7,-5.3,54.3,35.2,1.1,4,0,0.604,0,-0.6,9.2,-8.5,0,0.4,0.8,NA,0.346,0.637,20.48
PJ,29-Mar-19,88,16.78,10.26,1.2,7.8,-4.6,52,25.9,1.1,4.1,0,0.59,0,-1.1,8.9,-8.6,0,0.4,0.8,NA,0.274,0.784,20.74
PJ,30-Mar-19,89,18.48,10.7,2.8,10.1,-4.6,47.7,23.8,0.9,3.5,0,0.579,0,0.8,10.6,-8.9,0,0.4,0.8,NA,0.294,0.941,21
PJ,31-Mar-19,90,14.94,9.31,2,8.5,-3.8,64.1,27.9,1.1,3.9,2.31,0.578,0,1.2,9.4,-6.2,0,0.5,0.8,NA,0.31,0.801,21.27
PJ,1-Apr-19,91,21.41,12.17,1.4,7.7,-4.8,53.8,21.2,1.3,3.9,0,0.565,0,-0.7,8.8,-8.3,0,0.5,0.8,NA,0.222,0.825,21.52
PJ,2-Apr-19,92,21.09,11.71,2.6,8.7,-4.1,43.4,18.2,1.3,4.2,0,0.539,0.1,0.4,9.5,-8.2,0,0.5,0.8,NA,0.205,0.921,21.78
PJ,3-Apr-19,93,7.37,4.77,1.3,5.3,-1,77,40.3,1.1,4.5,3,0.536,0.1,1,5.7,-2.1,0,0.4,0.8,NA,0.359,0.532,22.03
PJ,4-Apr-19,94,13.1,7.28,2.1,8.7,-3,69.3,39.1,1.5,3.9,0,0.523,0.1,1.6,9.3,-4.9,0,0.5,0.8,NA,0.439,0.684,22.29
PJ,5-Apr-19,95,6.78,4.19,0.7,3.8,-2.9,85.6,69.6,1.6,4.1,7.825,0.588,0.1,1.2,4.5,-5.5,0,0.4,0.7,NA,0.556,0.243,22.55
PJ,6-Apr-19,96,9.47,8.18,-2.1,2.7,-6.2,87.4,71.1,1.4,5.3,0,0.542,0,-2.8,4,-11.6,0,0.4,0.7,NA,0.529,0.215,22.8
PJ,7-Apr-19,97,18.14,11.94,-0.1,6.3,-5.1,69.9,33.1,1.8,6.4,2.415,0.514,0.2,0.3,7.4,-6.9,0.1,0.5,0.8,NA,0.316,0.639,23.06
PJ,8-Apr-19,98,9.65,5.78,-0.3,4.5,-6.4,77.6,54.6,1.2,4.1,2,0.526,0.1,-0.6,5.7,-8.3,0.1,0.5,0.8,NA,0.459,0.382,23.31
PJ,9-Apr-19,99,14.3,8.98,0.5,4.6,-1.5,82.6,53,1.7,5.7,1,0.526,0.2,1.2,6.6,-2,0.1,0.5,0.8,NA,0.45,0.399,23.56
PJ,10-Apr-19,100,8.05,5.62,-1.7,1.6,-4.2,85.7,58.6,2,5.2,6.09,0.577,0.1,-1.3,2.5,-7.5,0.1,0.5,0.7,NA,0.402,0.284,23.81
PJ,11-Apr-19,101,13.54,9.32,-2,4.1,-5.8,77.4,40.4,0.9,3.3,0,0.54,0.1,-1.7,8.1,-9.6,0.1,0.5,0.8,NA,0.33,0.487,24.05
PJ,12-Apr-19,102,13.15,8.47,-0.7,4.8,-5.4,69.5,42.1,1.2,3.6,0,0.527,0.2,-1,6.1,-7.8,0.1,0.5,0.8,NA,0.363,0.499,24.3
PJ,13-Apr-19,103,4.6,4,-1.7,1.8,-4.6,87.3,73.9,1.3,6,8.04,0.585,0,-1.6,3,-6.9,0.1,0.5,0.7,NA,0.513,0.181,24.53
PJ,14-Apr-19,104,18.04,12.18,-1.9,3.8,-5.4,64,33.3,2.6,7.1,0,0.516,0.1,-2,5.9,-7.2,0.1,0.5,0.8,NA,0.266,0.533,24.78
PJ,15-Apr-19,105,14.82,9.68,-2.2,5.7,-8.8,64.7,30.2,0.8,2.6,0,0.546,0.1,-2.8,9.5,-24,0.2,0.5,0.8,NA,0.276,0.638,25.02
PJ,16-Apr-19,106,18.34,11.16,0.9,7.2,-7.3,58.5,23,1.5,5.1,0,0.536,0.1,-0.3,8.4,-11,0.2,0.5,0.8,NA,0.233,0.78,25.26
PJ,17-Apr-19,107,23.13,13.17,3.1,8.1,-0.4,58.4,35.6,3.3,7.5,0,0.502,0.1,3,7.2,-0.5,0.2,0.5,0.8,NA,0.385,0.696,25.49
PJ,18-Apr-19,108,10.45,6.11,3.4,7.3,-0.2,91.7,79.6,0.7,2.6,16,0.468,0.1,3.3,8.7,0.9,0.2,0.5,0.8,NA,0.815,0.209,25.73
PJ,19-Apr-19,109,10.46,5.69,4.3,7.8,0.1,81.2,58.8,1.7,5.3,8,0.443,0.1,3.7,8.3,0.7,0.2,0.5,0.7,NA,0.622,0.436,25.96
PJ,20-Apr-19,110,23.08,12.29,1.3,5.6,-2.7,61.4,32.1,1.9,6.2,0,0.432,0.1,1.1,6.7,-4.9,0.2,0.5,0.7,NA,0.291,0.616,26.18
PJ,21-Apr-19,111,24.3,12.43,3.8,12.1,-5.3,38.9,14.4,1.5,4.8,0,0.393,0.1,1.7,10.3,-8.3,0.2,0.5,0.7,NA,0.204,1.213,26.41
PJ,22-Apr-19,112,7.6,4.1,3.9,9.4,-2.4,59.5,34.6,1,3.7,0,0.386,0.1,2.7,8.3,-3.8,0.2,0.5,0.7,NA,0.407,0.769,26.63
PJ,23-Apr-19,113,17.68,8.83,3.5,8.3,-2.4,66.3,35.1,2.2,6.2,0,0.347,0.1,2.8,8.3,-3.9,0.3,0.5,0.7,NA,0.383,0.708,26.85
PJ,24-Apr-19,114,21.33,10.32,0.8,7.2,-4.5,59.3,29.9,1.4,4.6,0,0.319,0.1,0.3,7.5,-5.9,0.3,0.5,0.7,NA,0.303,0.71,27.07
PJ,25-Apr-19,115,21.35,10.2,3,10,-5,46.4,15.3,1.1,3.7,0,0.296,0.2,1.8,10.7,-7.6,0.3,0.5,0.7,NA,0.188,1.041,27.29
PJ,26-Apr-19,116,21.58,10.14,3.1,8.6,-2.7,48.3,18.1,2.6,7.8,0,0.276,0.2,2.5,10.2,-3.5,0.3,0.5,0.7,NA,0.202,0.914,27.5
PJ,27-Apr-19,117,14.84,8.67,-3.3,-0.6,-5.3,75.7,53.7,2.5,6.8,7.245,0.352,0.1,-2.3,1.2,-5.8,0.2,0.5,0.6,NA,0.315,0.272,27.71
PJ,28-Apr-19,118,23.36,12.86,-1.7,4.8,-5.6,68.4,29.3,2,5.1,0,0.278,0.2,-1.8,6.8,-8.3,0.2,0.5,0.7,NA,0.251,0.606,27.92
PJ,29-Apr-19,119,16.54,8.27,-1.5,5.6,-6.7,61.9,31.1,1.3,5,0,0.289,0.2,-2.5,7.8,-43.1,0.2,0.5,0.7,NA,0.282,0.625,28.12
PJ,30-Apr-19,120,22.18,10.39,0.1,5.4,-6.4,48.8,24.9,1.4,4.6,0,0.276,0.2,-0.7,7.1,-9.6,0.3,0.5,0.7,NA,0.223,0.673,28.32
PJ,1-May-19,121,18.04,8.38,1.8,6.4,-2.1,50.3,33.7,2.1,6,0,0.251,NA,1.7,7.2,-2.7,0.3,0.5,0.7,NA,0.325,0.639,28.52
PJ,2-May-19,122,16.45,7.74,1.9,9.3,-2.7,65.5,39.5,2,5.4,0,0.232,NA,1.8,8.1,-3.5,0.3,0.5,0.7,NA,0.462,0.708,28.7
PJ,3-May-19,123,25.76,10.55,4.6,12.5,-2.8,60.2,29.4,1.1,4.8,0,0.202,NA,3.4,11.4,-4.3,0.5,0.5,0.7,NA,0.426,1.023,28.89
PJ,4-May-19,124,18.27,6.89,6.2,12.5,-0.8,61.1,36.6,1.3,4.4,0,0.171,NA,4.8,11.6,-1.7,1.2,0.7,0.8,NA,0.531,0.92,29.07
PJ,5-May-19,125,23.18,7.54,4.9,11.1,-2.2,54.3,28.8,1.3,4.8,0,0.121,NA,3.7,10.9,-3.2,3.8,1.2,1,NA,0.38,0.939,29.25
PJ,6-May-19,126,24.86,6.74,7.2,14,-0.3,49.8,26.7,1.5,4.8,0,0.075,NA,5.6,12.7,-2.1,5.8,2.1,1.4,NA,0.427,1.172,29.43
PJ,7-May-19,127,27.17,5.41,6.7,13,-0.4,55.1,31.5,1.4,5.1,0,0,NA,5.6,13.3,-1.6,7.5,3.4,2.1,NA,0.471,1.024,29.61
PJ,8-May-19,128,22.69,3.45,7.5,13.7,1.3,53.3,31.8,1.3,4.8,0,0,NA,7.6,20.2,0.1,8.8,4.6,2.8,NA,0.499,1.07,29.77
PJ,9-May-19,129,28.26,4.07,9.1,16.4,0.2,42.2,19.4,1.2,4.6,0,0,NA,10.3,25.4,-1.4,9.3,5.2,3.3,NA,0.362,1.504,29.94
PJ,10-May-19,130,24.83,3.52,11.2,18.6,2.5,48.6,28,1.1,4.7,0,0,NA,12.7,30.2,0.6,10.4,6,3.8,NA,0.599,1.54,30.1
PJ,11-May-19,131,23.24,3.33,13.8,20.7,4.8,43.4,24.3,1.9,6.4,0,0,NA,14.9,30.5,2.3,11.8,6.7,4.2,NA,0.595,1.854,30.26
PJ,12-May-19,132,28.69,4.2,12.5,19.3,5.2,32.3,15.7,2.1,5.6,0,0,NA,15.4,32.9,2.7,13,7.5,4.8,NA,0.352,1.89,30.41
PJ,13-May-19,133,23.02,3.32,9.6,16.4,0.2,40.9,23.6,1.4,5.9,0,0,NA,12.3,29.1,-1,11.9,7.9,5.2,NA,0.439,1.421,30.57
PJ,14-May-19,134,8.73,1.08,5.5,11.8,-0.5,70.5,36,1.5,5.5,9.652,0,NA,6.8,17.4,-0.7,7.9,7.5,5.5,NA,0.497,0.884,30.71
PJ,15-May-19,135,26.35,3.61,6.5,13.8,-1.7,67.4,35.6,1.4,4.2,0,0,NA,9.6,26.2,-2.1,8.2,6.5,5.3,NA,0.562,1.017,30.86
PJ,16-May-19,136,9.63,0.94,6.6,10.5,4.5,90,73.5,1.8,4.6,5.08,0,NA,8.8,18.8,5.5,8.7,6.9,5.3,NA,0.932,0.336,31
