Site,Date,Dy,Solar,Reflect,Tave,Tmax,Tmin,RHave,RHmin,Wind,WindMax,Precip,SnowD,Tsnow,IRTSurfA,IRTSurfX,IRTSurfN,Tsoil005,Tsoil15,Tsoil50,SoilH2O,Vapres,vpdX,ClrSky
PB,1-Jan-19,1,1.7,1.53,-5.3,-1.7,-8.9,92.5,89.5,0.7,3.1,0,0.894,-1,-5.7,-0.4,-8.9,0.1,1.3,2.1,NA,0.481,0.056,5.18
PB,2-Jan-19,2,1.28,1.22,-4.1,-1.1,-9.1,93.6,89.5,1.1,3.9,0,0.871,-0.9,-4.8,-1.4,-9.6,0.1,1.3,2.1,NA,0.505,0.059,5.22
PB,3-Jan-19,3,1.15,1.06,-2.8,-0.9,-5.5,94.7,92,1.9,5.1,2,0.863,-0.8,-3.2,-0.6,-6.3,0.1,1.3,2.1,NA,0.525,0.046,5.26
PB,4-Jan-19,4,4.38,3.93,-3.4,0.5,-6.9,93.5,89.7,1.8,5.1,0,0.841,-0.7,-5.5,-1.1,-11.3,0.1,1.2,2.1,NA,0.566,0.065,5.31
PB,5-Jan-19,5,1.68,1.33,-4.3,-1.9,-5.6,93.6,92.7,2.2,6.5,0,0.829,-0.7,-4.9,-1.4,-6.5,0.1,1.2,2.1,NA,0.491,0.039,5.36
PB,6-Jan-19,6,4.08,2.91,-6.3,-3.3,-10.4,90.4,74,1.9,5.4,0,0.821,-0.7,-8.1,-3.8,-15.5,0.1,1.2,2,NA,0.354,0.124,5.41
PB,7-Jan-19,7,5.05,3.97,-10.2,-6.7,-15.4,83.7,65.5,1.5,5.5,0.9,0.823,-0.9,-12.4,-7.5,-20.7,0.1,1.2,2,NA,0.242,0.127,5.47
PB,8-Jan-19,8,1.86,1.47,-11.4,-7.1,-15.6,78.7,50.4,2.4,6.1,3.6,0.861,-1.3,-12.7,-6.1,-20.4,0.1,1.1,2,NA,0.18,0.177,5.53
PB,9-Jan-19,9,1.3,1.01,-3.7,-1.3,-7.5,94,90.9,2.1,5.3,0,0.849,-1.4,-4,-1.4,-8,0.1,1.2,2,NA,0.503,0.05,5.6
PB,10-Jan-19,10,4.67,3.2,-2.5,1.6,-4.6,94.6,89.8,1.2,3.6,0,0.844,-1.1,-3.8,2.7,-8,0.1,1.2,2,NA,0.618,0.07,5.67
PB,11-Jan-19,11,2.44,2.31,-3.5,0.1,-5.1,94.1,93.1,1.7,4.4,0,0.843,-0.9,-4.6,-0.4,-7.1,0.1,1.2,2,NA,0.574,0.043,5.74
PB,12-Jan-19,12,4.83,2.86,-3.3,-0.4,-4.4,85.4,60.2,1.7,3.9,0,0.816,-0.9,-6,-2.6,-8.2,0.1,1.2,2,NA,0.357,0.236,5.82
PB,13-Jan-19,13,5.89,4.14,-0.9,8.2,-4.8,67.6,31,1.2,2.8,0,0.809,-0.9,-4.6,3.1,-8.5,0.1,1.2,2,NA,0.337,0.75,5.89
PB,14-Jan-19,14,6.26,4.24,0.2,10.5,-4.4,44,10.5,1.1,2.6,0,0.801,-1,-5.2,2.8,-9.5,0.1,1.2,2,NA,0.133,1.134,5.98
PB,15-Jan-19,15,5.64,3.96,-2.1,4.5,-5.8,45.6,23.6,1.5,4.3,0,0.796,-1.2,-6.8,0,-12,0.1,1.2,2,NA,0.199,0.644,6.07
PB,16-Jan-19,16,2.37,1.67,-5.2,-1.5,-7.4,85,70.3,2.3,5.2,0,0.787,-1.3,-5.9,-1.1,-8.7,0.1,1.2,1.9,NA,0.384,0.162,6.15
PB,17-Jan-19,17,1.53,1.23,-4.3,-3.1,-5.3,93.5,92.7,1.4,4.1,4.7,0.828,-1.1,-4.9,-3.1,-8.7,0.1,1.2,1.9,NA,0.449,0.035,6.25
PB,18-Jan-19,18,2.37,2.25,-4.5,-2,-5.7,92.7,88.8,1.3,5.6,3.8,0.863,-1,-6.1,-3.5,-10.1,0.1,1.1,1.9,NA,0.467,0.059,6.35
PB,19-Jan-19,19,5.19,4.46,-4.8,-1.8,-7.7,93,91.1,2,6.4,3.3,0.878,-0.9,-6.3,-1.5,-12.4,0.1,1.1,1.9,NA,0.487,0.048,6.45
PB,20-Jan-19,20,3.03,2.48,-7.9,-5.3,-10,90.8,89.3,1.3,4.2,0,0.865,-0.9,-10.1,-5.2,-14.7,0.1,1.1,1.9,NA,0.369,0.044,6.55
PB,21-Jan-19,21,6.89,5.11,-9.1,-6.1,-11.5,89.6,88,1.1,4.3,0,0.849,-1.1,-10.9,-3.9,-15.6,0.1,1.1,1.9,NA,0.341,0.047,6.66
PB,22-Jan-19,22,1.43,1.36,-7.2,-4.8,-9.4,91.1,89.4,1,3.2,10.2,0.943,-1.3,-7.7,-5.2,-11.4,0.1,1.1,1.9,NA,0.382,0.045,6.77
PB,23-Jan-19,23,2.81,2.67,-6.8,-5.1,-8.4,91.5,90.4,1.2,4.1,7.1,0.993,-1.3,-7.6,-4.1,-12.2,0.1,1.1,1.9,NA,0.378,0.04,6.89
PB,24-Jan-19,24,5.49,4.57,-4.2,-1.2,-6.8,87.5,71.4,1,3.5,0,0.96,-1.1,-5.8,-1.6,-11,0.1,1.1,1.9,NA,0.399,0.16,7.01
PB,25-Jan-19,25,7.12,5.11,-2.5,1,-5.7,79.2,61.9,1.3,3.9,0,0.949,-1,-4,1.4,-10.2,0.1,1.1,1.9,NA,0.406,0.25,7.13
PB,26-Jan-19,26,6.65,4.71,2.6,10.2,-1.3,61.5,40.5,1,5.8,0,0.935,-0.8,-1.2,6.9,-6.4,0.1,1.1,1.9,NA,0.505,0.742,7.26
PB,27-Jan-19,27,7.33,5.19,-2.6,4.1,-9.9,66.8,51.2,1.9,6.8,0,0.924,-0.7,-5.5,1.6,-15.6,0.1,1.1,1.9,NA,0.42,0.4,7.39
PB,28-Jan-19,28,5.24,3.92,-7.4,-0.4,-11.4,57.7,23.2,0.9,3.5,0,0.906,-0.8,-11.8,-2.2,-16.5,0.1,1.1,1.8,NA,0.138,0.457,7.52
PB,29-Jan-19,29,7.72,5.4,-4,5.2,-10.1,29.6,6.8,0.8,2.1,0,0.897,-1,-10.3,-0.2,-16.4,0.1,1.1,1.8,NA,0.06,0.822,7.66
PB,30-Jan-19,30,4.35,3.32,-0.6,4.4,-6.2,39.4,16.6,1.1,3.7,0,0.898,-1.3,-3.2,2.8,-12.5,0.1,1.1,1.8,NA,0.138,0.693,7.8
PB,31-Jan-19,31,2.58,1.88,0.3,2.8,-1.5,66.1,51.3,1.1,2.9,0,0.872,-1.2,-1.6,1.2,-4.1,0.1,1.1,1.8,NA,0.384,0.365,7.95
PB,1-Feb-19,32,3.99,2.95,-2,0,-4,83.7,67,1.8,4.4,1,0.883,-0.9,-3,-1.2,-5.4,0.1,1.1,1.8,NA,0.41,0.202,8.1
PB,2-Feb-19,33,6.92,4.72,-4.7,1,-8.6,81.3,50.6,1.7,5.4,1.7,0.898,-0.7,-6.9,1.1,-13.4,0.1,1.1,1.8,NA,0.333,0.325,8.25
PB,3-Feb-19,34,5.14,3.89,-12.4,-5.8,-21.2,81.6,51.3,0.6,4.4,0,0.894,-0.8,-12.2,-4.7,-20.8,0,1,1.7,NA,0.203,0.193,8.41
PB,4-Feb-19,35,7.29,5.62,-21.8,-18.6,-26,74.2,60.6,4.9,7.8,0,0.893,-1,-21.9,-16.8,-25.7,-0.1,0.9,1.6,NA,0.085,0.055,8.57
PB,5-Feb-19,36,7.39,5.05,-19.4,-14.3,-22.9,61.8,38.4,3.4,6.9,0,0.884,-1.4,-20.8,-13.5,-25.2,-0.1,0.9,1.6,NA,0.077,0.124,8.73
PB,6-Feb-19,37,8.07,6.36,-19,-14.4,-23.5,69,54.9,1.8,4.2,0,0.877,-1.8,-21.4,-14.2,-26.1,-0.1,0.9,1.6,NA,0.109,0.09,8.9
PB,7-Feb-19,38,3.88,2.84,-12.1,-8.9,-16.1,60.9,33.9,0.8,3,2.8,0.905,-2.2,-13.5,-8,-21.4,0,1,1.7,NA,0.106,0.207,9.08
PB,8-Feb-19,39,4.78,4.54,-15.3,-11.4,-19,82.4,79.6,1.6,4.7,9,0.981,-2.3,-15.5,-10.7,-19.7,-0.1,0.9,1.6,NA,0.204,0.052,9.25
PB,9-Feb-19,40,7.73,6.18,-19.4,-16.1,-21.6,78.8,77.2,3.2,6,0,0.952,-2.2,-19.9,-14.4,-23.2,-0.1,0.8,1.6,NA,0.134,0.04,9.43
PB,10-Feb-19,41,7.62,5.6,-16.8,-8.8,-20.5,80.8,78,1.6,5.6,0,0.948,-2,-18.1,-9.3,-24.2,-0.1,0.8,1.6,NA,0.244,0.069,9.61
PB,11-Feb-19,42,5.74,5.4,-16.7,-10.3,-22.5,80.8,76.3,1.3,5.4,0,0.949,-2,-18.4,-8.9,-28,-0.1,0.8,1.6,NA,0.213,0.066,9.8
PB,12-Feb-19,43,3.12,2.78,-12.3,-10.2,-15,86.1,83.6,1.1,4.8,9.6,1.037,-2,-13.3,-9.1,-18.7,0,0.9,1.6,NA,0.235,0.046,9.99
PB,13-Feb-19,44,6.65,6.26,-10.7,-5.5,-14.5,86.9,83.6,0.8,2.7,1.8,1.025,-1.9,-13.5,-5.6,-20.4,-0.1,0.9,1.6,NA,0.339,0.067,10.18
PB,14-Feb-19,45,4.32,4.11,-9.6,-6.3,-12.8,87.5,81,2.1,5.9,3.1,1.054,-1.8,-10.8,-6.6,-17,0,0.9,1.6,NA,0.309,0.072,10.37
PB,15-Feb-19,46,5.51,5.23,-6,-1.5,-8.8,90.8,87.6,0.8,2.8,2.7,1.065,-1.6,-6.8,0.8,-12.2,0,0.9,1.6,NA,0.478,0.068,10.57
PB,16-Feb-19,47,3.84,3.62,-7.6,-5.6,-9.3,89.6,85.7,0.7,2.3,0,1.049,-1.5,-8.4,-3.8,-14.4,0,0.9,1.6,NA,0.346,0.058,10.77
PB,17-Feb-19,48,4.2,3.99,-12.1,-8.9,-16,86.5,82.7,1.4,3.6,8.6,1.101,-1.3,-12.4,-9.2,-19.5,-0.1,0.9,1.6,NA,0.258,0.054,10.98
PB,18-Feb-19,49,8.92,8.44,-13.1,-8.8,-17.9,84.3,80.1,1.5,3.9,0,1.073,-1.3,-14.6,-8.1,-20.7,-0.1,0.8,1.5,NA,0.252,0.063,11.19
PB,19-Feb-19,50,4.05,3.85,-9.4,-7,-11.6,88.4,86,1.3,5.1,8.3,1.146,-1.1,-9.7,-5.3,-13.9,0,0.9,1.6,NA,0.31,0.05,11.4
PB,20-Feb-19,51,6.59,6.26,-10.3,-7.6,-11.4,87.6,83.3,1.5,4.4,0,1.122,-1.1,-10.4,-4.6,-12.3,0,0.9,1.6,NA,0.287,0.058,11.61
PB,21-Feb-19,52,6.28,5.95,-11.5,-5.9,-14.8,86.1,80.1,0.9,3.2,1.3,1.117,-1,-12.7,-4.2,-19.9,0,0.9,1.5,NA,0.314,0.078,11.83
PB,22-Feb-19,53,4,3.8,-11,-8.8,-12.4,87.1,84.7,0.9,3.1,12.2,1.232,-0.9,-11.3,-6.7,-14.1,0,0.9,1.6,NA,0.266,0.048,12.05
PB,23-Feb-19,54,3.85,3.66,-9.8,-5.4,-11.9,88.3,86.3,0.5,2,3.3,1.225,-0.9,-10.6,-5.2,-14.9,0,0.9,1.5,NA,0.352,0.056,12.27
PB,24-Feb-19,55,10.57,10.04,-11.3,-8.5,-13.7,85.8,80.4,1,3.8,0,1.175,-0.8,-11.6,-3.9,-16.6,0,0.9,1.5,NA,0.258,0.063,12.5
PB,25-Feb-19,56,10.47,9.95,-14.9,-11.4,-18.2,82.4,78.4,1.8,5.1,0,1.133,-0.8,-15.2,-7.7,-20.8,-0.1,0.8,1.5,NA,0.2,0.055,12.72
PB,26-Feb-19,57,8.74,8.3,-16.3,-11,-20.2,79.5,74.8,1.8,4.5,0,1.107,-0.8,-18.1,-4.9,-22.8,-0.1,0.8,1.4,NA,0.197,0.066,12.95
PB,27-Feb-19,58,4.26,4.04,-10.5,-6.7,-16.4,73.3,45.1,0.9,3.6,0,1.101,-0.8,-11.4,-5.5,-20.9,0,0.9,1.5,NA,0.167,0.203,13.19
PB,28-Feb-19,59,5.06,4.8,-9.8,-8.6,-11.1,87.3,80.2,1.1,3.7,10.4,1.192,-0.8,-10,-6.5,-13.9,0,0.9,1.5,NA,0.256,0.063,13.42
PB,1-Mar-19,60,9.1,8.64,-10.2,-5.4,-12.6,85.1,67.9,1,3.2,0,1.143,-0.9,-10.1,-0.7,-14.4,0,0.9,1.5,NA,0.278,0.131,13.66
PB,2-Mar-19,61,7.41,7.04,-14.7,-11.1,-18.6,82.4,75.2,1.5,3.6,0,1.134,-0.9,-16.3,-6.8,-23.5,-0.1,0.8,1.4,NA,0.197,0.065,13.9
PB,3-Mar-19,62,12.12,11.36,-15.3,-7.5,-20,69.1,42.1,1,3.2,0,1.109,-0.9,-18.5,-6.6,-25.2,-0.1,0.8,1.4,NA,0.147,0.202,14.14
PB,4-Mar-19,63,14.39,11.52,-13.4,-5.2,-20.3,54.9,30.6,1,4.3,0,1.091,-0.9,-17.4,-4.6,-25.9,-0.1,0.8,1.4,NA,0.127,0.288,14.38
PB,5-Mar-19,64,12.2,8.4,-9.3,-4.1,-14.8,65,39.3,1.9,4.8,0.9,1.102,-0.9,-10.5,0.4,-21.1,0,0.9,1.5,NA,0.177,0.273,14.63
PB,6-Mar-19,65,4.47,3.53,-6.7,-4.7,-8.3,91,89.7,1.6,4,9.9,1.196,-0.9,-6.9,-2.9,-8.9,0,0.9,1.5,NA,0.386,0.044,14.87
PB,7-Mar-19,66,8.76,8.1,-8.6,-4.6,-13,89.3,86,1.3,5,6.9,1.238,-0.9,-9.2,-0.6,-18.8,0,0.9,1.5,NA,0.375,0.061,15.12
PB,8-Mar-19,67,9.76,9.24,-10.9,-3.7,-15.4,85.2,73.8,0.9,3.2,0,1.21,-0.9,-13.8,-0.3,-21.5,0,0.8,1.4,NA,0.344,0.122,15.37
PB,9-Mar-19,68,6.81,6.47,-10.5,-5.7,-13.9,83.2,65.4,0.8,2.6,0,1.202,-0.8,-12.2,-0.3,-19.1,0,0.8,1.5,NA,0.261,0.138,15.62
PB,10-Mar-19,69,13.8,12.27,-7.4,1,-14.5,70.7,24.5,0.9,3.1,0,1.182,-0.8,-10.6,2,-19.5,0,0.8,1.5,NA,0.161,0.496,15.88
PB,11-Mar-19,70,7.33,5.74,-7.9,-4.9,-10.7,73.2,54,1.9,4.6,0,1.166,-0.8,-8.3,-3.7,-11.1,0,0.9,1.5,NA,0.229,0.195,16.13
PB,12-Mar-19,71,4.98,4.6,-7.2,-5.1,-10.5,88.6,81.6,1.1,5.2,5,1.177,-0.8,-8.4,-4.4,-16.5,0,0.9,1.5,NA,0.34,0.077,16.39
PB,13-Mar-19,72,12.44,11.15,-7.8,-1.8,-11.5,72,45.8,1.1,3.8,0,1.167,-0.8,-10.6,1.8,-17.2,0,0.8,1.5,NA,0.244,0.289,16.64
PB,14-Mar-19,73,11.92,9.8,-4.4,2.7,-10.4,62.4,33.4,0.9,3.6,0,1.157,-0.7,-6,3.2,-16.2,0.1,0.9,1.5,NA,0.247,0.493,16.9
PB,15-Mar-19,74,10.98,9.15,-2.2,5.8,-6.5,72.7,39.1,1.2,4.1,0,1.13,-0.7,-4.3,6.4,-10.5,0.1,0.9,1.5,NA,0.36,0.561,17.16
PB,16-Mar-19,75,15.21,11.88,-0.3,8.8,-6.2,65.8,32.4,1,2.9,0,1.106,-0.6,-2.2,8.5,-10.1,0.1,0.9,1.5,NA,0.367,0.766,17.42
PB,17-Mar-19,76,16.43,12.23,1.5,7,-3.6,54.5,31.7,1.8,4.9,0,1.079,-0.6,-1.4,7.5,-8.1,0.1,0.9,1.5,NA,0.318,0.685,17.68
PB,18-Mar-19,77,16.94,12.22,4.3,11.9,-2.3,38.8,16.4,1.4,4.3,0,1.048,-0.5,0.7,9.6,-7.4,0.1,0.9,1.6,NA,0.229,1.167,17.94
PB,19-Mar-19,78,17.18,12.12,6.7,13.6,0.9,31.6,19.2,1.2,3.5,0,1.014,-0.4,1.9,9.8,-4.9,0.1,0.9,1.6,NA,0.299,1.258,18.2
PB,20-Mar-19,79,17.44,12.11,8.3,15.5,2.3,30.1,17.3,1.6,4.1,0,0.982,-0.2,2.9,10.7,-3.6,0.1,0.9,1.6,NA,0.304,1.453,18.47
PB,21-Mar-19,80,17.2,11.73,7.7,15.5,1.5,29.4,18.2,1.1,3.3,0,0.957,-0.1,2.9,12.6,-4.1,0.1,0.9,1.6,NA,0.321,1.443,18.73
PB,22-Mar-19,81,16.84,11.31,6.1,13.5,0.4,42.8,20.3,1.3,3.9,0,0.933,0,2.6,10.2,-2.5,0.1,0.9,1.5,NA,0.313,1.229,18.99
PB,23-Mar-19,82,7.48,5.3,1.5,6.4,-0.8,76.6,52.3,1.1,3.4,0,0.931,0,0.5,7.6,-1.9,0.1,0.9,1.5,NA,0.501,0.457,19.25
PB,24-Mar-19,83,7.87,5.03,1.9,8,-0.9,77.9,48.5,1.3,3.7,5.6,0.966,0,0.9,7.3,-1.9,0.1,0.9,1.5,NA,0.52,0.552,19.52
PB,25-Mar-19,84,6.45,5.42,-0.5,2.7,-2.2,90.6,76.2,1.1,4.6,0.9,0.938,0,-1,4,-2.7,0.1,0.9,1.4,NA,0.564,0.176,19.79
PB,26-Mar-19,85,10.68,9.48,-2.5,1.7,-6.6,83.8,54.8,1.5,4.8,10.4,1.013,0,-3.5,5,-11.3,0.1,0.8,1.4,NA,0.379,0.313,20.05
PB,27-Mar-19,86,17.89,13.06,-2,5.8,-8.2,73.5,42.1,1.2,3.7,0,0.963,0,-3.6,8,-12.1,0.1,0.8,1.4,NA,0.389,0.535,20.31
PB,28-Mar-19,87,13.66,9.19,0,7.4,-5.1,56.5,33,0.8,6,0,0.949,0,-1.8,9.2,-8.7,0.1,0.8,1.4,NA,0.341,0.692,20.57
PB,29-Mar-19,88,17.69,12.23,0.9,6.4,-3.5,49.3,29.6,1.3,3.4,0,0.939,0,-1.5,7.4,-7.2,0.1,0.8,1.4,NA,0.284,0.675,20.83
PB,30-Mar-19,89,15.96,10.47,2,8.6,-3.1,46.9,27.8,0.9,3.1,0,0.92,0,-0.4,9.4,-6.9,0.1,0.8,1.4,NA,0.311,0.808,21.1
PB,31-Mar-19,90,12.4,9.09,1.3,8.2,-2.9,63.8,28.6,0.9,4,2,0.92,0,-0.4,9.5,-6.2,0.1,0.8,1.4,NA,0.311,0.776,21.36
PB,1-Apr-19,91,20.01,13.42,1.1,6.4,-4.4,52.2,25.8,1.2,3.8,0,0.913,0,-1.3,7.4,-8.4,0.1,0.8,1.4,NA,0.249,0.716,21.62
PB,2-Apr-19,92,19.52,12.58,2.2,8.1,-3,41.2,18.8,1,3.3,0,0.898,0,-0.6,7.9,-7.8,0.1,0.8,1.4,NA,0.203,0.877,21.88
PB,3-Apr-19,93,6.7,4.72,0.5,4.7,-1.5,79.4,39.9,1.5,4.5,3,0.906,0,-0.6,5,-4.3,0.1,0.8,1.4,NA,0.342,0.515,22.13
PB,4-Apr-19,94,13.19,8.25,1.3,6.9,-2.5,72,43.9,1.1,3.7,0,0.883,0,-0.2,8.6,-5.5,0.1,0.8,1.4,NA,0.437,0.558,22.39
PB,5-Apr-19,95,4.22,2.96,-0.9,0.7,-3.7,93.2,83.9,1.8,4.4,11.1,0.993,0,-1.2,1.2,-6.1,0.1,0.8,1.4,NA,0.54,0.104,22.65
PB,6-Apr-19,96,8.59,7.14,-3.2,0.3,-5.7,93.5,91.7,1.9,5.8,0,0.954,0,-4.5,1.8,-10.8,0,0.8,1.3,NA,0.57,0.052,22.9
PB,7-Apr-19,97,15.99,12.61,-1.7,3.8,-5.2,78.3,41.1,1.7,6.2,3.2,0.92,0,-2.2,6.6,-8.5,0.1,0.8,1.4,NA,0.33,0.473,23.16
PB,8-Apr-19,98,6.32,4.4,-1.6,2.1,-6.1,82.9,64.4,1.4,4.8,2,0.936,0,-2.9,4.2,-9.4,0.1,0.8,1.3,NA,0.457,0.253,23.41
PB,9-Apr-19,99,8.58,7.23,-1.1,2.5,-2.5,90.3,68.2,1.2,4.7,1,0.937,0,-1.6,5.1,-4.7,0.1,0.8,1.4,NA,0.498,0.232,23.66
PB,10-Apr-19,100,8.3,5.97,-3,-0.9,-4.9,89.4,70.2,1.6,5.9,9.1,1.011,0,-3.5,0.2,-6.4,0,0.8,1.3,NA,0.401,0.17,23.91
PB,11-Apr-19,101,12.03,8.93,-3.4,2,-6.1,84.9,60.8,0.9,3.2,0,0.969,0,-3.5,7.5,-9.2,0,0.8,1.3,NA,0.429,0.277,24.16
PB,12-Apr-19,102,13.01,9.4,-2.1,2.9,-6.3,75.2,50.9,1.1,3,0,0.946,0,-3.1,7.6,-9.5,0.1,0.8,1.3,NA,0.382,0.368,24.4
PB,13-Apr-19,103,4.28,3.36,-2.9,0.4,-6.3,90.1,72.9,1.6,6.2,8.7,1.031,0,-3.7,1,-9.2,0,0.7,1.3,NA,0.457,0.17,24.64
PB,14-Apr-19,104,16.83,12.6,-3.5,3.6,-7,69.3,37,2.1,6,0,1.012,0,-4.3,7.1,-9.8,0,0.8,1.3,NA,0.293,0.499,24.89
PB,15-Apr-19,105,14.7,10.43,-3.2,3.2,-9.2,67.7,40.5,0.8,3.4,0,0.984,0,-4.6,7.4,-13.2,0,0.7,1.3,NA,0.311,0.457,25.12
PB,16-Apr-19,106,16.94,11.37,-0.2,6.8,-6.8,60.6,24,1.5,4.7,0,0.968,-0.1,-2.2,7.4,-11,0.1,0.8,1.3,NA,0.236,0.747,25.36
PB,17-Apr-19,107,20.55,13.9,1.9,7.3,-2.2,62.5,36.9,2.2,6.6,0,0.912,0,0.7,7.1,-3.8,0.1,0.8,1.3,NA,0.378,0.646,25.6
PB,18-Apr-19,108,9.7,6.38,3,7.2,-0.3,92.6,79.9,1.1,3.7,16,0.892,0,2,7.5,-0.6,0.1,0.8,1.3,NA,0.809,0.204,25.84
PB,19-Apr-19,109,10.12,5.75,3,6.3,-0.9,87,65.6,1.5,5.1,8,0.852,0,2,6.5,-1,0.1,0.7,1.3,NA,0.625,0.328,26.06
PB,20-Apr-19,110,21.97,15.64,-0.1,4.2,-3,66.2,36.7,1.9,5,0,0.84,0,-0.8,6.1,-4.9,0.1,0.7,1.3,NA,0.303,0.523,26.29
PB,21-Apr-19,111,22.52,13.51,3.7,11,-2.5,33.9,12.5,1.5,4,0,0.8,0.1,0.9,8.9,-6.5,0.1,0.8,1.3,NA,0.163,1.141,26.52
PB,22-Apr-19,112,7.32,4.21,3.3,7.1,-0.7,58.5,34.8,1.3,4.1,0,0.785,0.1,1.3,6.2,-3.6,0.1,0.8,1.3,NA,0.351,0.658,26.74
PB,23-Apr-19,113,18.07,10.7,2.3,7.9,-3.4,70.7,38.8,1.8,5.2,0,0.735,0.2,1.1,7.7,-5.6,0.1,0.8,1.3,NA,0.413,0.651,26.96
PB,24-Apr-19,114,18.47,11.28,-0.1,5.8,-3.6,59.7,32.7,1.3,4.7,0,0.723,0.2,-1,6.9,-6.2,0.1,0.8,1.3,NA,0.301,0.619,27.18
PB,25-Apr-19,115,19.82,11.22,2.3,9.4,-4.6,44.8,17.5,1,3.4,0,0.701,0.3,0.4,8.6,-7.7,0.1,0.8,1.3,NA,0.207,0.976,27.41
PB,26-Apr-19,116,21.8,12.5,1.9,8.2,-2.4,49.3,21,2.1,7.2,0,0.671,0.4,0.4,8.5,-4.1,0.1,0.8,1.3,NA,0.228,0.858,27.61
PB,27-Apr-19,117,11.17,7.53,-4.9,-2.3,-7.1,81.6,64.7,1.9,6.1,6.6,0.739,0.1,-4.9,-1.2,-7.2,0,0.8,1.2,NA,0.334,0.182,27.82
PB,28-Apr-19,118,22.08,15.39,-3.1,3.1,-7.1,72.9,33.9,1.5,4.4,0,0.673,0.2,-3.4,6.4,-9.6,0.1,0.8,1.3,NA,0.258,0.503,28.03
PB,29-Apr-19,119,16.32,10.68,-2.7,4,-7.8,63.5,30,0.9,3.6,0,0.679,-0.1,-4.2,7.9,-10.6,0,0.7,1.2,NA,0.244,0.569,28.24
PB,30-Apr-19,120,22.32,14.18,-1,4.4,-6,48.3,27.1,1.1,4.7,0,0.673,-0.1,-2.7,6.3,-10.3,0.1,0.7,1.2,NA,0.226,0.608,28.44
PB,1-May-19,121,16.68,10.19,0.2,5.6,-3.3,55.3,37.5,1.7,5.4,0,0.664,0.3,-0.8,5.9,-4.8,0.1,0.7,1.2,NA,0.341,0.568,28.64
PB,2-May-19,122,15.01,9.71,0.8,8.5,-3.3,68,40.1,1.5,4.7,0,0.642,0,-0.1,8.1,-4,0.1,0.7,1.2,NA,0.443,0.662,28.82
PB,3-May-19,123,24.34,13.68,4,11.3,-2.4,58.9,35.4,1.2,3.5,0,0.603,0.1,2,10.3,-4.6,0.1,0.7,1.3,NA,0.473,0.863,29.01
PB,4-May-19,124,18.72,10.02,5.6,11.2,0.8,60.7,40,1.4,4,0,0.564,0.1,3.4,11.6,-1.2,0.1,0.7,1.3,NA,0.533,0.8,29.19
PB,5-May-19,125,22.33,12.15,4.2,10,-0.8,53.6,31.7,1,4,0,0.531,0.1,2.1,9.9,-3.8,0.1,0.8,1.2,NA,0.39,0.84,29.37
PB,6-May-19,126,23.35,12.4,5.9,12,0.4,51.4,30.5,1.3,4.4,0,0.484,0.3,3.4,10.4,-3,0.1,0.8,1.2,NA,0.426,0.971,29.55
PB,7-May-19,127,26.04,14.09,5.8,11.2,0.7,55.9,36.6,1.1,4.8,0,0.425,0.1,3.3,10.1,-2.3,0.1,0.7,1.2,NA,0.487,0.844,29.72
PB,8-May-19,128,22.49,11.9,6.2,12,2.2,55.4,37.4,1,4.4,0,0.357,0.1,3.7,10.7,-1,0.1,0.7,1.2,NA,0.523,0.875,29.89
PB,9-May-19,129,26.77,13.25,8.4,14.9,2.5,40.7,22.2,1.3,4.2,0,0.3,0.1,4.9,13.1,-1.4,0.1,0.7,1.2,NA,0.375,1.314,30.06
PB,10-May-19,130,24.08,10.44,10.8,16.4,5.2,46.2,33.6,1,3.7,0,0.227,NA,7,14,0.9,0.7,0.8,1.2,NA,0.626,1.237,30.22
PB,11-May-19,131,21.64,7.14,12.6,18.7,7.1,45.6,28.9,1.3,4.6,0,0.135,NA,8.7,16.6,2.8,9.2,1.7,1.4,NA,0.622,1.53,30.38
PB,12-May-19,132,25.6,5.59,10.5,17.5,6.2,38.1,20.3,1.4,5.2,0,0,NA,8.8,19.5,2.5,12,4.1,1.9,NA,0.406,1.594,30.54
PB,13-May-19,133,20.64,3.07,8.4,14.1,2.2,42.1,28.4,1.2,4.6,0,0,NA,8.5,20.9,-0.2,10.4,5.4,2.6,NA,0.457,1.152,30.69
PB,14-May-19,134,8.12,1.09,4.8,9.7,0.6,70.5,42.5,1.8,6.4,8.128,0,NA,4.4,12.8,-0.5,4.8,5,3.2,NA,0.512,0.693,30.84
PB,15-May-19,135,22.32,2.77,5.4,12.2,-0.9,70.2,41.8,1.1,4.5,0.254,0,NA,7.6,22.8,-1.5,9.4,4.9,3.4,NA,0.595,0.828,30.98
PB,16-May-19,136,6.55,0.72,5.4,9.9,3.7,95,81.6,0.9,3.3,7.112,0,NA,6,17.6,3.5,7.8,5.8,3.7,NA,0.997,0.225,31.13
PB,17-May-19,137,9.82,1.08,3.3,5.5,-0.6,90,74.8,1.4,4.4,4.064,0,NA,4.5,11,-1,7.7,5.9,4,NA,0.675,0.227,31.26
PB,18-May-19,138,9.67,1.18,2.6,8.7,-0.2,88.3,67.3,1.1,4,1.27,0,NA,4.1,16.7,-0.3,6.6,5.5,4.1,NA,0.756,0.367,31.4
PB,19-May-19,139,14.25,1.74,4.5,9.7,1,77,53.4,0.8,3.3,0,0,NA,6.2,20.6,0.6,8.2,5.9,4.2,NA,0.643,0.561,31.52
